Name,Team,Annual Salary(£),Year
Ighalo,Manchester United,5240000,2020
Rudiger,Chelsea FC,5200000,2020
Leno,Arsenal FC,5200000,2020
Lovren,Liverpool FC,5200000,2020
Alli,Tottenham Hotspur,5200000,2020
Tavares,Liverpool FC,5200000,2020
Xhaka,Arsenal FC,5200000,2020
Sigurdsson,Everton FC,5200000,2020
Lloris,Tottenham Hotspur,5200000,2020
Wilshere,West Ham United,5200000,2020
Vertonghen,Tottenham Hotspur,5200000,2020
Matip,Liverpool FC,5200000,2020
Stones,Manchester City,5200000,2020
Pickford,Everton FC,5200000,2020
Moutinho,Wolverhampton Wanderers,5200000,2020
Sakho,Crystal Palace,5200000,2020
Alonso,Chelsea FC,5200000,2020
Schneiderlin,Everton FC,5200000,2020
Patricio,Wolverhampton Wanderers,5200000,2020
Mane,Liverpool FC,5200000,2020
Kolasinac,Arsenal FC,5200000,2020
Walcott,Everton FC,5200000,2020
Zaha,Crystal Palace,5200000,2020
Barkley,Chelsea FC,5000000,2020
Papastathopoulos,Arsenal FC,4784000,2020
Wan-Bissaka,Mancherst United,4680000,2020
Becker,Liverpool FC,4680000,2020
Mendy,Manchester City,4680000,2020
Jesus,Manchester City,4680000,2020
Martinelli,Arsenal FC,4680000,2020
Wijnaldum,Liverpool FC,4680000,2020
Dendoncker,Wolverhampton Wanderers,4680000,2020
Sane,Manchester City,4680000,2020
Digne,Everton FC,4680000,2020
Batshuayi,Chelsea FC,4680000,2020
de Andrade,Everton FC,4680000,2020
Mustafi,Arsenal FC,4680000,2020
Bony,Swansea City,4680000,2020
Cassio Apolinário de Lira,Newcastle United,4500000,2020
Rahman,Chelsea FC,4472000,2020
Anderson,West Ham United,4420000,2020
Tierney,Arsenal FC,4200000,2020
Silva,Leicester City,4160000,2020
Christensen,Chelsea FC,4160000,2020
Bravo,Manchester City,4160000,2020
Bailly,Manchester United,4160000,2020
Lamela,Tottenham Hotspur,4160000,2020
Delph,Everton FC,4160000,2020
Slimani,Leicester City,4160000,2020
Cancelo,Manchester City,4160000,2020
Evans,Leicester City,4160000,2020
Moura,Tottenham Hotspur,4160000,2020
Rojo,Manchester United,4160000,2020
Mount,Chelsea FC,4160000,2020
Sissoko,Tottenham Hotspur,4160000,2020
Berahino,Stoke City,4160000,2020
Alderweireld,Tottenham Hotspur,4160000,2020
Shaqiri,Liverpool FC,4160000,2020
Carroll,Newcastle United,3900000,2020
Ings,Southampton FC,3900000,2020
Praet,Leicester City,3900000,2020
Gbamin,Everton FC,3900000,2020
Lingard,Manchester United,3900000,2020
Gomez,Liverpool FC,3900000,2020
Torreira,Arsenal FC,3900000,2020
Ndidi,Leicester City,3900000,2020
Zabaleta,West Ham United,3900000,2020
Jones,Manchester United,3900000,2020
Minamino,Liverpool FC,3900000,2020
Alexander-Arnold,Liverpool FC,3900000,2020
Moses,Chelsea FC,3900000,2020
Bolasie,Everton FC,3900000,2020
Bergwijn,Tottenham Hotspur,3800000,2020
Doucouré,Watford FC,3640000,2020
Gray,Watford FC,3640000,2020
Ogbonna,West Ham United,3640000,2020
Begovic,AFC Bournemouth,3640000,2020
Austin,West Bromwich Albion,3640000,2020
Smalling,Manchester United,3640000,2020
Zappacosta,Chelsea FC,3640000,2020
Forster,Southampton FC,3640000,2020
Lo Celso,Tottenham Hotspur,3640000,2020
Shelvey,Newcastle United,3640000,2020
Wimmer,Stoke City,3640000,2020
Lanzini,West Ham United,3640000,2020
Antonio,West Ham United,3640000,2020
Clyne,Liverpool FC,3640000,2020
Pereira,Leicester City,3640000,2020
Bertrand,Southampton FC,3640000,2020
Aurier,Tottenham Hotspur,3640000,2020
Romero,Manchester United,3640000,2020
Reid,West Ham United,3640000,2020
Zambo Anguissa,Fulham FC,3484000,2020
Diop,West Ham United,3484000,2020
Chilwell,Leicester City,3380000,2020
Soares,Southampton FC,3380000,2020
Kouyate,Crystal Palace,3380000,2020
Sanchez,Tottenham Hotspur,3380000,2020
Moraes,Manchester City,3380000,2020
Maxim Choupo-Moting,Stoke City,3380000,2020
Cahill,Crystal Palace,3380000,2020
Michael Seri,Fulham FC,3380000,2020
Defoe,AFC Bournemouth,3380000,2020
Baines,Everton FC,3380000,2020
Fabianski,West Ham United,3380000,2020
Lemina,Southampton FC,3380000,2020
Romeu,Southampton FC,3380000,2020
Fornals,West Ham United,3380000,2020
Ramírez,Everton FC,3380000,2020
Boufal,Southampton FC,3380000,2020
Deeney,Watford FC,3380000,2020
Phillips,Liverpool FC,3360000,2020
Phillips,Liverpool FC,3360000,2020
Sarr,Watford FC,3276000,2020
Cutrone,Wolverhampton Wanderers,3272000,2020
Mitrovic,Fulham FC,3120000,2020
Davies,Tottenham Hotspur,3120000,2020
Martins Indi,Stoke City,3120000,2020
Wilson,AFC Bournemouth,3120000,2020
Tosun,Everton FC,3120000,2020
Wickham,Crystal Palace,3120000,2020
Podence,Wolverhampton Wanderers,3120000,2020
Rose,Tottenham Hotspur,3120000,2020
Rice,West Ham United,3120000,2020
Origi,Liverpool FC,3120000,2020
Dier,Tottenham Hotspur,3120000,2020
Deulofeu,Watford FC,3120000,2020
Vestergaard,Southampton FC,3120000,2020
Bowen,West Ham United,3120000,2020
Iheanacho,Leicester City,3120000,2020
Keane,Everton FC,3120000,2020
Almiron,Newcastle United,3120000,2020
Elyounoussi,Southampton FC,3120000,2020
Chadli,West Bromwich Albion,3120000,2020
Redmond,Southampton FC,3120000,2020
Dann,Crystal Palace,3120000,2020
Long,Southampton FC,3120000,2020
Guaita,Crystal Palace,3120000,2020
Morgan,Leicester City,3120000,2020
Hoedt,Southampton FC,3120000,2020
James,Chelsea FC,3016000,2020
Rodríguez Ledesma,Chelsea FC,3000000,2020
Abraham,Chelsea FC,3000000,2020
Schlupp,Crystal Palace,2912000,2020
Townsend,Crystal Palace,2860000,2020
Mee,Brentford FC,2860000,2020
Engels,Aston Villa,2860000,2020
Coady,Wolverhampton Wanderers,2860000,2020
Gray,Leicester City,2860000,2020
Krafth,Newcastle United,2860000,2020
Riedewald,Crystal Palace,2860000,2020
Maddison,Leicester City,2860000,2020
McArthur,Crystal Palace,2860000,2020
Gibbs,West Bromwich Albion,2860000,2020
Milivojevic,Crystal Palace,2860000,2020
Djenepo,Southampton FC,2860000,2020
Niasse,Everton FC,2860000,2020
Van Aanholt,Crystal Palace,2860000,2020
Sessegnon,Tottenham Hotspur,2860000,2020
Shawcross,Stoke City,2860000,2020
Coleman,Everton FC,2860000,2020
Iborra,Leicester City,2860000,2020
Muto,Newcastle United,2808000,2020
Kean,Everton FC,2765000,2020
van Ginkel,Chelsea FC,2750000,2020
Elneny,Arsenal FC,2730000,2020
Maitland-Niles,Arsenal FC,2704000,2020
Ceballos,Arsenal FC,2700000,2020
Cresswell,West Ham United,2600000,2020
Webster,Brighton & Hove Albion,2600000,2020
San Miguel del Castillo,Liverpool FC,2600000,2020
Iwobi,Everton FC,2600000,2020
McCarthy,Southampton FC,2600000,2020
Jahanbakhsh,Brighton & Hove Albion,2600000,2020
Robertson,Liverpool FC,2600000,2020
Tuanzebe,Mancherst United,2600000,2020
Chambers,Arsenal FC,2600000,2020
Sanchez,West Ham United,2600000,2020
Wood,Burnley FC,2600000,2020
Fuchs,Leicester City,2600000,2020
Imbula,Stoke City,2600000,2020
Winks,Tottenham Hotspur,2600000,2020
McCarthy,Crystal Palace,2600000,2020
Tarkowski,Burnley FC,2600000,2020
Tomkins,Crystal Palace,2600000,2020
Lerma,AFC Bournemouth,2600000,2020
Allen,Stoke City,2600000,2020
Noble,West Ham United,2600000,2020
Montoya,Brighton & Hove Albion,2600000,2020
Yoshida,Southampton FC,2600000,2020
Hector,Fulham FC,2600000,2020
Mendy,Leicester City,2600000,2020
Maupay,Brighton & Hove Albion,2600000,2020
Gross,Brighton & Hove Albion,2600000,2020
Neto,Wolverhampton Wanderers,2600000,2020
Jagielka,Sheffield United,2600000,2020
Hojbjerg,Southampton FC,2600000,2020
Neves,Wolverhampton Wanderers,2600000,2020
Clucas,Swansea City,2600000,2020
Armstrong,Southampton FC,2600000,2020
Cleverley,Watford FC,2600000,2020
Boly,Wolverhampton Wanderers,2600000,2020
Mesa,Swansea City,2548000,2020
Pieters,Burnley FC,2500000,2020
Krkic,Stoke City,2496000,2020
Stephens,Southampton FC,2496000,2020
Livermore,West Bromwich Albion,2392000,2020
Steffen,Manchester City,2392000,2020
Perez,Leicester City,2340000,2020
Soyuncu,Leicester City,2340000,2020
James,Manchester United,2340000,2020
Janmaat,Watford FC,2340000,2020
Propper,Brighton & Hove Albion,2340000,2020
Jota,Wolverhampton Wanderers,2340000,2020
Nketiah,Arsenal FC,2340000,2020
Agosto Ramírez,Fulham FC,2340000,2020
Baston,Swansea City,2340000,2020
Ward-Prowse,Southampton FC,2340000,2020
Hart,Burnley FC,2340000,2020
Izquierdo,Brighton & Hove Albion,2340000,2020
King,AFC Bournemouth,2340000,2020
Locadia,Brighton & Hove Albion,2340000,2020
Dunk,Brighton & Hove Albion,2340000,2020
Albrighton,Leicester City,2340000,2020
Moreno,Manchester City,2340000,2020
Ritchie,Newcastle United,2340000,2020
Darmian,Manchester United,2340000,2020
Ghezzal,Leicester City,2340000,2020
Pereyra,Watford FC,2340000,2020
Prodl,Watford FC,2340000,2020
Cook,AFC Bournemouth,2340000,2020
Defour,Burnley FC,2340000,2020
Palmieri,Chelsea FC,2288000,2020
Gilmour,Chelsea FC,2250000,2020
Baker,Chelsea FC,2250000,2020
Traore,Wolverhampton Wanderers,2236000,2020
Fernandez,Newcastle United,2236000,2020
Musonda,Chelsea FC,2184000,2020
Heaton,Aston Villa,2184000,2020
Jimenez,Wolverhampton Wanderers,2144000,2020
King,Leicester City,2080000,2020
Gunn,Southampton FC,2080000,2020
Masuaku,West Ham United,2080000,2020
Boruc,AFC Bournemouth,2080000,2020
Barnes,Burnley FC,2080000,2020
Gibson,Burnley FC,2080000,2020
Gayle,Newcastle United,2080000,2020
Balbuena,West Ham United,2080000,2020
Schar,Newcastle United,2080000,2020
Andone,Brighton & Hove Albion,2080000,2020
Guilbert,Aston Villa,2080000,2020
Arter,AFC Bournemouth,2080000,2020
Lansbury,Aston Villa,2080000,2020
Lascelles,Newcastle United,2080000,2020
Brownhill,Burnley FC,2080000,2020
Sung-yueng,Newcastle United,2080000,2020
Zouma,Chelsea FC,2080000,2020
Dubravka,Newcastle United,2080000,2020
Guendouzi,Arsenal FC,2080000,2020
Samatta,Aston Villa,2080000,2020
Ake,AFC Bournemouth,2080000,2020
Holding,Arsenal FC,2080000,2020
Snodgrass,West Ham United,2080000,2020
Fredericks,West Ham United,2080000,2020
Duffy,Brighton & Hove Albion,2080000,2020
Hennessey,Crystal Palace,2080000,2020
Saliba,Arsenal FC,2080000,2020
Capoue,Watford FC,2080000,2020
Buur,Wolverhampton Wanderers,2000000,2020
Lejeune,Newcastle United,1976000,2020
Cork,Burnley FC,1976000,2020
Ibe,AFC Bournemouth,1976000,2020
Sandler,Manchester City,1976000,2020
Cavaleiro,Fulham FC,1950000,2020
Castro,Wolverhampton Wanderers,1907000,2020
Lennon,Burnley FC,1820000,2020
Smith,AFC Bournemouth,1820000,2020
Nyom,West Bromwich Albion,1820000,2020
Surman,AFC Bournemouth,1820000,2020
Knockaert,Brighton & Hove Albion,1820000,2020
Reid,Fulham FC,1820000,2020
Daniels,AFC Bournemouth,1820000,2020
Clark,Newcastle United,1820000,2020
Martina,Everton FC,1820000,2020
Gosling,AFC Bournemouth,1820000,2020
Randolph,West Ham United,1820000,2020
Durm,Huddersfield Town,1820000,2020
Saivet,Newcastle United,1820000,2020
Gomes,Watford FC,1820000,2020
Butland,Stoke City,1820000,2020
Grealish,Aston Villa,1820000,2020
Manquillo,Newcastle United,1820000,2020
Rodriguez,Burnley FC,1820000,2020
Hendrick,Burnley FC,1820000,2020
Ward,Crystal Palace,1820000,2020
Stanislas,AFC Bournemouth,1820000,2020
Depoitre,Huddersfield Town,1820000,2020
Trossard,Brighton & Hove Albion,1820000,2020
Cook,AFC Bournemouth,1820000,2020
Bettinelli,Fulham FC,1820000,2020
Greenwood,Mancherst United,1820000,2020
Vydra,Burnley FC,1820000,2020
Ryan,Brighton & Hove Albion,1820000,2020
Targett,Aston Villa,1820000,2020
Chalobah,Watford FC,1820000,2020
Pope,Burnley FC,1820000,2020
Bamford,Luton Town,1820000,2020
Dummett,Newcastle United,1820000,2020
Brady,Burnley FC,1820000,2020
Mounie,Huddersfield Town,1820000,2020
Lamptey,Brighton & Hove Albion,1820000,2020
Kongolo,Huddersfield Town,1820000,2020
Carroll,Swansea City,1820000,2020
Moraes,Aston Villa,1820000,2020
Caballero,Chelsea FC,1820000,2020
Tielemans,Leicester City,1718000,2020
Olsson,Swansea City,1716000,2020
Jorgensen,Huddersfield Town,1716000,2020
Luiz,Aston Villa,1709396,2020
Berge,Sheffield United,1700000,2020
Costa,Wolverhampton Wanderers,1690000,2020
Ayew,Crystal Palace,1690000,2020
Hassan,Aston Villa,1690000,2020
Johnstone,West Bromwich Albion,1690000,2020
Casilla,Luton Town,1670000,2020
Mawson,Fulham FC,1664000,2020
Schelotto,Brighton & Hove Albion,1664000,2020
James,Leicester City,1664000,2020
Dyer,Swansea City,1664000,2020
Taylor,Aston Villa,1664000,2020
Westwood,Burnley FC,1612000,2020
Zhang,West Bromwich Albion,1612000,2020
El Ghazi,Aston Villa,1610000,2020
Mac Allister,Brighton & Hove Albion,1600000,2020
Clarke,Tottenham Hotspur,1600000,2020
Diakhaby,Huddersfield Town,1560000,2020
Pritchard,Huddersfield Town,1560000,2020
Smithies,Cardiff City,1560000,2020
Pereira,Manchester United,1560000,2020
Kapustka,Leicester City,1560000,2020
Foster,Watford FC,1560000,2020
Adams,Southampton FC,1560000,2020
Atsu,Newcastle United,1560000,2020
Kabasele,Watford FC,1560000,2020
Hourihane,Aston Villa,1560000,2020
Stephens,Brighton & Hove Albion,1560000,2020
Yedlin,Newcastle United,1560000,2020
Cameron,Stoke City,1560000,2020
Murray,Brighton & Hove Albion,1560000,2020
Robson-Kanu,West Bromwich Albion,1560000,2020
Success,Watford FC,1560000,2020
Stacey,AFC Bournemouth,1560000,2020
Chester,Aston Villa,1560000,2020
Montero,Swansea City,1560000,2020
Bryan,Fulham FC,1560000,2020
Berg Gudmundsson,Burnley FC,1560000,2020
Holebas,Watford FC,1560000,2020
Onomah,Fulham FC,1560000,2020
Grant,Manchester United,1560000,2020
Kelly,AFC Bournemouth,1560000,2020
Nakamba,Aston Villa,1560000,2020
Besic,Everton FC,1560000,2020
Burke,West Bromwich Albion,1560000,2020
Loftus-Cheek,Chelsea FC,1560000,2020
Vinagre,Wolverhampton Wanderers,1560000,2020
Byram,Norwich City,1560000,2020
Francis,AFC Bournemouth,1560000,2020
March,Brighton & Hove Albion,1560000,2020
Cairney,Fulham FC,1560000,2020
Adarabioyo,Manchester City,1560000,2020
Hughes,Watford FC,1560000,2020
Masina,Watford FC,1456000,2020
Lossl,Everton FC,1456000,2020
Hoilett,Cardiff City,1456000,2020
Garbutt,Everton FC,1456000,2020
Sobhi,Huddersfield Town,1404000,2020
Fraser,AFC Bournemouth,1404000,2020
Ream,Fulham FC,1404000,2020
Hegazy,West Bromwich Albion,1378000,2020
Elmohamady,Aston Villa,1300000,2020
Kayal,Brighton & Hove Albion,1300000,2020
Fernandes da Silva Junior,Brighton & Hove Albion,1300000,2020
Smith,AFC Bournemouth,1300000,2020
Taylor,Burnley FC,1300000,2020
Schindler,Huddersfield Town,1300000,2020
Dalot,Manchester United,1300000,2020
Solanke,AFC Bournemouth,1300000,2020
Kachunga,Huddersfield Town,1300000,2020
Hanley,Norwich City,1300000,2020
Brown,Chelsea FC,1300000,2020
Murphy,Newcastle United,1300000,2020
McGinn,Aston Villa,1300000,2020
Ignacio Peleteiro Ramallo,Aston Villa,1300000,2020
Murphy,Cardiff City,1300000,2020
Peleteiro,Aston Villa,1300000,2020
Grosicki,West Bromwich Albion,1300000,2020
Darlow,Newcastle United,1300000,2020
Mavropanos,Arsenal FC,1300000,2020
Nordfeldt,Swansea City,1300000,2020
Karius,Liverpool FC,1300000,2020
Mousset,Sheffield United,1300000,2020
Kelly,Crystal Palace,1300000,2020
Holgate,Everton FC,1300000,2020
Lowton,Burnley FC,1300000,2020
le Marchand,Fulham FC,1300000,2020
Bardsley,Burnley FC,1300000,2020
Jansson,Brentford FC,1300000,2020
Elliot,Newcastle United,1300000,2020
Kenedy,Chelsea FC,1300000,2020
Morrison,Cardiff City,1300000,2020
Pukki,Norwich City,1300000,2020
Krul,Norwich City,1300000,2020
Cantwell,Norwich City,1300000,2020
Davies,Everton FC,1300000,2020
Mings,Aston Villa,1300000,2020
Bissouma,Brighton & Hove Albion,1300000,2020
Ralls,Cardiff City,1275000,2020
Cardoso,West Ham United,1200000,2020
Long,Burnley FC,1200000,2020
Cathcart,Watford FC,1196000,2020
Jakupovic,Leicester City,1196000,2020
Hadergjonaj,Huddersfield Town,1196000,2020
Hogg,Huddersfield Town,1196000,2020
Navarro,Watford FC,1196000,2020
Paterson,Cardiff City,1170000,2020
Rupp,Norwich City,1170000,2020
Aarons,Norwich City,1170000,2020
Hayden,Newcastle United,1144000,2020
McDonald,Fulham FC,1144000,2020
Saiss,Wolverhampton Wanderers,1144000,2020
Saiss,Wolverhampton Wanderers,1144000,2020
Clarke,Brighton & Hove Albion,1140000,2020
Hernández,Norwich City,1140000,2020
Foyth,Tottenham Hotspur,1118000,2020
Amartey,Leicester City,1092000,2020
Bale,Tottenham Hotspur,31200000,2021
De Bruyne,Manchester City,20800000,2021
Willian,Arsenal FC,19600000,2021
De Gea,Manchester United,19500000,2021
Sterling,Manchester City,15600000,2021
Kante,Chelsea FC,15080000,2021
Pogba,Manchester United,15080000,2021
Werner,Chelsea FC,14144000,2021
Martial,Mancherst United,13000000,2021
Cavani,Manchester United,13000000,2021
Aubameyang,Arsenal FC,13000000,2021
Aguero,Manchester City,11967000,2021
Kane,Tottenham Hotspur,10400000,2021
Rashford,Mancherst United,10400000,2021
Salah,Liverpool FC,10400000,2021
Ndombele,Tottenham Hotspur,10400000,2021
Alcántara do Nascimento,Liverpool FC,10400000,2021
Partey,Arsenal FC,10400000,2021
Chilwell,Chelsea FC,9880000,2021
Maguire,Mancherst United,9875000,2021
Lacazette,Arsenal FC,9467273,2021
Fernandes,Mancherst United,9360000,2021
Firmino,Liverpool FC,9360000,2021
Van Dijk,Liverpool FC,9360000,2021
Mata,Manchester United,8320000,2021
Dias,Manchester City,8320000,2021
Silva,Manchester City,7800000,2021
Pulisic,Chelsea FC,7800000,2021
Azpilicueta,Chelsea FC,7800000,2021
Luis Roza,Manchester City,7800000,2021
Havertz,Chelsea FC,7800000,2021
Arrizabalaga,Chelsea FC,7800000,2021
Shaw,Manchester United,7800000,2021
Kovacic,Chelsea FC,7800000,2021
Son,Tottenham Hotspur,7280000,2021
Gundogan,Manchester City,7280000,2021
Milner,Liverpool FC,7280000,2021
Vardy,Leicester City,7280000,2021
Henderson,Liverpool FC,7280000,2021
Schmeichel,Leicester City,6760000,2021
Zaha,Crystal Palace,6760000,2021
Hernández Cascante,Manchester City,6300000,2021
Oxlade-Chamberlain,Liverpool FC,6240000,2021
Laporte,Manchester City,6240000,2021
Anicio Caldeira Duarte,Everton FC,6240000,2021
Hudson-Odoi,Chelsea FC,6240000,2021
Benteke,Crystal Palace,6240000,2021
Drinkwater,Chelsea FC,6240000,2021
van de Beek,Mancherst United,6240000,2021
de Paula Santos,Manchester United,6240000,2021
Grealish,Aston Villa,6240000,2021
Sarr,Chelsea FC,6240000,2021
Keita,Liverpool FC,6240000,2021
Matic,Manchester United,6240000,2021
Mahrez,Manchester City,6240000,2021
Lindelof,Mancherst United,6240000,2021
Mina,Everton FC,6240000,2021
Digne,Everton FC,6188000,2021
Haller,West Ham United,6000000,2021
Yarmolenko,West Ham United,5980000,2021
Gomes,Everton FC,5835000,2021
Bellerin,Arsenal FC,5720000,2021
Maddison,Leicester City,5720000,2021
Luiz Frello Filho,Chelsea FC,5720000,2021
Walker,Manchester City,5720000,2021
Giroud,Chelsea FC,5720000,2021
Silva,Chelsea FC,5720000,2021
Bakayoko,Chelsea FC,5720000,2021
Luiz,Arsenal FC,5250000,2021
Ighalo,Manchester United,5240000,2021
Rudiger,Chelsea FC,5200000,2021
Leno,Arsenal FC,5200000,2021
Henderson,Manchester United,5200000,2021
Alli,Tottenham Hotspur,5200000,2021
Tavares,Liverpool FC,5200000,2021
Xhaka,Arsenal FC,5200000,2021
Sigurdsson,Everton FC,5200000,2021
Ziyech,Chelsea FC,5200000,2021
Lloris,Tottenham Hotspur,5200000,2021
Matip,Liverpool FC,5200000,2021
Stones,Manchester City,5200000,2021
Pickford,Everton FC,5200000,2021
Moutinho,Wolverhampton Wanderers,5200000,2021
Sakho,Crystal Palace,5200000,2021
Alonso,Chelsea FC,5200000,2021
Pepe,Arsenal FC,5200000,2021
Hojbjerg,Tottenham Hotspur,5200000,2021
Machado,Luton Town,5200000,2021
Patricio,Wolverhampton Wanderers,5200000,2021
Mane,Liverpool FC,5200000,2021
Kolasinac,Arsenal FC,5200000,2021
Walcott,Everton FC,5200000,2021
Barkley,Chelsea FC,5000000,2021
Rahman,Chelsea FC,4919200,2021
Ünder,Leicester City,4900000,2021
Telles,Manchester United,4840000,2021
Ake,Manchester City,4800000,2021
Lallana,Brighton & Hove Albion,4700000,2021
Jota,Liverpool FC,4700000,2021
Wan-Bissaka,Mancherst United,4680000,2021
Becker,Liverpool FC,4680000,2021
Mendy,Manchester City,4680000,2021
Jesus,Manchester City,4680000,2021
Martinelli,Arsenal FC,4680000,2021
Wijnaldum,Liverpool FC,4680000,2021
Rodriguez,Everton FC,4680000,2021
Dendoncker,Wolverhampton Wanderers,4680000,2021
Batshuayi,Chelsea FC,4680000,2021
de Andrade,Everton FC,4680000,2021
Cassio Apolinário de Lira,Newcastle United,4500000,2021
Anderson,West Ham United,4420000,2021
Marí,Arsenal FC,4420000,2021
Tierney,Arsenal FC,4200000,2021
Clyne,Crystal Palace,4200000,2021
Christensen,Chelsea FC,4160000,2021
Bailly,Manchester United,4160000,2021
Lamela,Tottenham Hotspur,4160000,2021
Delph,Everton FC,4160000,2021
Silva,Wolverhampton Wanderers,4160000,2021
Cancelo,Manchester City,4160000,2021
Evans,Leicester City,4160000,2021
Moura,Tottenham Hotspur,4160000,2021
Mount,Chelsea FC,4160000,2021
Sissoko,Tottenham Hotspur,4160000,2021
Semedo,Wolverhampton Wanderers,4160000,2021
Berahino,Stoke City,4160000,2021
Alderweireld,Tottenham Hotspur,4160000,2021
Mings,Aston Villa,4160000,2021
Shaqiri,Liverpool FC,4160000,2021
Traoré,Aston Villa,4056000,2021
Guaita,Crystal Palace,4004000,2021
Godfrey,Everton FC,4000000,2021
Doucouré,Everton FC,3900000,2021
Areola,Fulham FC,3900000,2021
Carroll,Newcastle United,3900000,2021
Soares,Arsenal FC,3900000,2021
Ings,Southampton FC,3900000,2021
Praet,Leicester City,3900000,2021
Gbamin,Everton FC,3900000,2021
Lingard,Manchester United,3900000,2021
Gomez,Liverpool FC,3900000,2021
Torreira,Arsenal FC,3900000,2021
Greenwood,Mancherst United,3900000,2021
Watkins,Aston Villa,3900000,2021
Ndidi,Leicester City,3900000,2021
Jones,Manchester United,3900000,2021
Minamino,Liverpool FC,3900000,2021
Alexander-Arnold,Liverpool FC,3900000,2021
Moses,Chelsea FC,3900000,2021
Bolasie,Everton FC,3900000,2021
Bergwijn,Tottenham Hotspur,3800000,2021
Dier,Tottenham Hotspur,3755200,2021
Loureiro,Everton FC,3640000,2021
Gray,Watford FC,3640000,2021
Ogbonna,West Ham United,3640000,2021
Begovic,AFC Bournemouth,3640000,2021
Austin,West Bromwich Albion,3640000,2021
Zappacosta,Chelsea FC,3640000,2021
Forster,Southampton FC,3640000,2021
Lo Celso,Tottenham Hotspur,3640000,2021
Shelvey,Newcastle United,3640000,2021
Wimmer,Stoke City,3640000,2021
Lanzini,West Ham United,3640000,2021
Antonio,West Ham United,3640000,2021
Pereira,Leicester City,3640000,2021
Bertrand,Southampton FC,3640000,2021
Aurier,Tottenham Hotspur,3640000,2021
Romero,Manchester United,3640000,2021
Reid,West Ham United,3640000,2021
Zambo Anguissa,Fulham FC,3484000,2021
Diop,West Ham United,3484000,2021
Doherty,Tottenham Hotspur,3400000,2021
Williams,Mancherst United,3380000,2021
Kouyate,Crystal Palace,3380000,2021
Sanchez,Tottenham Hotspur,3380000,2021
Moraes,Manchester City,3380000,2021
Cahill,Crystal Palace,3380000,2021
Michael Seri,Fulham FC,3380000,2021
Fabianski,West Ham United,3380000,2021
Cash,Aston Villa,3380000,2021
Keane,Everton FC,3380000,2021
Romeu,Southampton FC,3380000,2021
Kabak,Liverpool FC,3380000,2021
Fornals,West Ham United,3380000,2021
Soucek,West Ham United,3380000,2021
Deeney,Watford FC,3380000,2021
Phillips,Liverpool FC,3360000,2021
Belloli,Luton Town,3302000,2021
Sarr,Watford FC,3276000,2021
Castagne,Leicester City,3276000,2021
Cutrone,Wolverhampton Wanderers,3272000,2021
Mitrovic,Fulham FC,3120000,2021
Davies,Tottenham Hotspur,3120000,2021
Davies,Liverpool FC,3120000,2021
Martins Indi,Stoke City,3120000,2021
Tosun,Everton FC,3120000,2021
Wickham,Crystal Palace,3120000,2021
Podence,Wolverhampton Wanderers,3120000,2021
Rose,Tottenham Hotspur,3120000,2021
Rice,West Ham United,3120000,2021
Origi,Liverpool FC,3120000,2021
Vestergaard,Southampton FC,3120000,2021
Bowen,West Ham United,3120000,2021
Iheanacho,Leicester City,3120000,2021
Almiron,Newcastle United,3120000,2021
Elyounoussi,Southampton FC,3120000,2021
Redmond,Southampton FC,3120000,2021
Aina,Fulham FC,3120000,2021
Loftus-Cheek,Chelsea FC,3120000,2021
Dann,Crystal Palace,3120000,2021
McTominay,Mancherst United,3120000,2021
Long,Southampton FC,3120000,2021
Morgan,Leicester City,3120000,2021
Hoedt,Southampton FC,3120000,2021
James,Chelsea FC,3016000,2021
Abraham,Chelsea FC,3000000,2021
Schlupp,Crystal Palace,2912000,2021
Townsend,Crystal Palace,2860000,2021
Mee,Brentford FC,2860000,2021
Engels,Aston Villa,2860000,2021
Krafth,Newcastle United,2860000,2021
Diallo,Southampton FC,2860000,2021
Riedewald,Crystal Palace,2860000,2021
McArthur,Crystal Palace,2860000,2021
Gibbs,West Bromwich Albion,2860000,2021
Milivojevic,Crystal Palace,2860000,2021
Djenepo,Southampton FC,2860000,2021
Mendy,Leicester City,2860000,2021
Van Aanholt,Crystal Palace,2860000,2021
Sessegnon,Tottenham Hotspur,2860000,2021
Shawcross,Stoke City,2860000,2021
Coleman,Everton FC,2860000,2021
Muto,Newcastle United,2808000,2021
Mateta,Crystal Palace,2775000,2021
Kean,Everton FC,2765000,2021
Elneny,Arsenal FC,2730000,2021
Maitland-Niles,Arsenal FC,2704000,2021
Mendy,Chelsea FC,2704000,2021
Ceballos,Arsenal FC,2700000,2021
Hart,Tottenham Hotspur,2700000,2021
Tete,Fulham FC,2650000,2021
Cresswell,West Ham United,2600000,2021
Webster,Brighton & Hove Albion,2600000,2021
San Miguel del Castillo,Liverpool FC,2600000,2021
Iwobi,Everton FC,2600000,2021
McCarthy,Southampton FC,2600000,2021
Jahanbakhsh,Brighton & Hove Albion,2600000,2021
Robertson,Liverpool FC,2600000,2021
Tuanzebe,Mancherst United,2600000,2021
Chambers,Arsenal FC,2600000,2021
Wood,Burnley FC,2600000,2021
Fuchs,Leicester City,2600000,2021
Welbeck,Brighton & Hove Albion,2600000,2021
Magalhães,Arsenal FC,2600000,2021
Imbula,Stoke City,2600000,2021
Winks,Tottenham Hotspur,2600000,2021
