Year,Team,Position,Points,Profit(£),Age,Name,Height(cm)
2020,Manchester City,2,81,168.3,26.9,Kyle Walker,178
2020,Manchester City,2,81,168.3,26.9, Pedro Porro,176
2020,Manchester City,2,81,168.3,26.9,Daniel Arzani,175
2020,Manchester City,2,81,168.3,26.9, Gabriel Jesus,175
2020,Manchester City,2,81,168.3,26.9,Oleksandr Zinchenko,175
2020,Manchester City,2,81,168.3,26.9,Tommy Doyle,174
2020,Manchester City,2,81,168.3,26.9,Sergio Agüero,173
2020,Manchester City,2,81,168.3,26.9, Aleix García,173
2020,Manchester United,3,66,166.2,24.8,Matěj Kovář,196
2020,Manchester United,3,66,166.2,24.8,Harry Maguire,194
2020,Manchester United,3,66,166.2,24.8,Nemanja Matić,194
2020,Manchester United,3,66,166.2,24.8,Lee Grant,193
2020,Manchester United,3,66,166.2,24.8, De Gea,192
2020,Manchester United,3,66,166.2,24.8,Sergio Romero,192
2020,Manchester United,3,66,166.2,24.8,Scott McTominay,191
2020,Manchester United,3,66,166.2,24.8,Paul Pogba,191
2020,Manchester United,3,66,166.2,24.8, Joel Pereira,189
2020,Manchester United,3,66,166.2,24.8,Eric Bailly,187
2020,Manchester United,3,66,166.2,24.8,Victor Lindelöf,187
2020,Manchester United,3,66,166.2,24.8,James Garner,186
2020,Manchester United,3,66,166.2,24.8,Teden Mengi,186
2020,Manchester United,3,66,166.2,24.8,Marcos Rojo,186
2020,Manchester United,3,66,166.2,24.8,Tahith Chong,185
2020,Manchester United,3,66,166.2,24.8,Timothy Fosu-Mensah,185
2020,Manchester United,3,66,166.2,24.8,Phil Jones,185
2020,Manchester United,3,66,166.2,24.8,Marcus Rashford,185
2020,Manchester United,3,66,166.2,24.8,Axel Tuanzebe,185
2020,Manchester United,3,66,166.2,24.8, Diogo Dalot,183
2020,Manchester United,3,66,166.2,24.8,Aaron Wan-Bissaka,183
2020,Manchester United,3,66,166.2,24.8,Mason Greenwood,181
2020,Manchester United,3,66,166.2,24.8,Odion Ighalo,181
2020,Manchester United,3,66,166.2,24.8,Anthony Martial,181
2020,Manchester United,3,66,166.2,24.8,Dylan Levitt,180
2020,Manchester United,3,66,166.2,24.8,Brandon Williams,180
2020,Manchester United,3,66,166.2,24.8, Bruno Fernandes,179
2020,Manchester United,3,66,166.2,24.8, Andreas Pereira,178
2020,Manchester United,3,66,166.2,24.8,Luke Shaw,178
2020,Manchester United,3,66,166.2,24.8,Ethan Laird,177
2020,Manchester United,3,66,166.2,24.8,Ethan Galbraith,175
2020,Manchester United,3,66,166.2,24.8,Jesse Lingard,175
2020,Manchester United,3,66,166.2,24.8, Arnau Puigmal,174
2020,Chelsea FC,4,66,160.9,25.5,Tammy Abraham,194
2020,Chelsea FC,4,66,160.9,25.5,Olivier Giroud,193
2020,Chelsea FC,4,66,160.9,25.5,Armando Broja,191
2020,Chelsea FC,4,66,160.9,25.5,Ruben Loftus-Cheek,191
2020,Chelsea FC,4,66,160.9,25.5,Antonio Rüdiger,190
2020,Chelsea FC,4,66,160.9,25.5,Kurt Zouma,190
2020,Chelsea FC,4,66,160.9,25.5,Tiemoué Bakayoko,189
2020,Chelsea FC,4,66,160.9,25.5,Jamie Cumming,189
2020,Chelsea FC,4,66,160.9,25.5, Kepa,189
2020,Chelsea FC,4,66,160.9,25.5, Marcos Alonso,189
2020,Chelsea FC,4,66,160.9,25.5,Andreas Christensen,187
2020,Chelsea FC,4,66,160.9,25.5,Tino Anjorin,186
2020,Chelsea FC,4,66,160.9,25.5,Willy Caballero,186
2020,Chelsea FC,4,66,160.9,25.5,Marco van Ginkel,186
2020,Chelsea FC,4,66,160.9,25.5,Ross Barkley,185
2020,Chelsea FC,4,66,160.9,25.5,Michy Batshuayi,185
2020,Chelsea FC,4,66,160.9,25.5,Fikayo Tomori,185
2020,Chelsea FC,4,66,160.9,25.5,Danilo Pantić,183
2020,Chelsea FC,4,66,160.9,25.5,Ethan Ampadu,182
2020,Chelsea FC,4,66,160.9,25.5, Kenedy,182
2020,Chelsea FC,4,66,160.9,25.5,Mason Mount,181
2020,Chelsea FC,4,66,160.9,25.5,Timo Werner,180
2020,Chelsea FC,4,66,160.9,25.5,Hakim Ziyech,180
2020,Chelsea FC,4,66,160.9,25.5,Abdul Rahman Baba,179
2020,Chelsea FC,4,66,160.9,25.5,Reece James,179
2020,Chelsea FC,4,66,160.9,25.5, Azpilicueta,178
2020,Chelsea FC,4,66,160.9,25.5, Jorginho,178
2020,Chelsea FC,4,66,160.9,25.5,Christian Pulišić,178
2020,Chelsea FC,4,66,160.9,25.5,Danny Drinkwater,177
2020,Chelsea FC,4,66,160.9,25.5,Callum Hudson-Odoi,177
2020,Chelsea FC,4,66,160.9,25.5,Mateo Kovačić,177
2020,Chelsea FC,4,66,160.9,25.5, Emerson,176
2020,Chelsea FC,4,66,160.9,25.5, Willian,175
2020,Leicester City,5,62,147.4,26.1,George Hirst,191
2020,Leicester City,5,62,147.4,26.1,Eldin Jakupović,191
2020,Leicester City,5,62,147.4,26.1,Danny Ward,191
2020,Leicester City,5,62,147.4,26.1,Kasper Schmeichel,189
2020,Leicester City,5,62,147.4,26.1,Ryan Bennett,188
2020,Leicester City,5,62,147.4,26.1,Jonny Evans,188
2020,Leicester City,5,62,147.4,26.1,Islam Slimani,188
2020,Leicester City,5,62,147.4,26.1,Christian Fuchs,187
2020,Leicester City,5,62,147.4,26.1,Daniel Amartey,186
2020,Leicester City,5,62,147.4,26.1,Kelechi Iheanacho,185
2020,Leicester City,5,62,147.4,26.1,Darnell Johnson,185
2020,Leicester City,5,62,147.4,26.1,Wes Morgan,185
2020,Leicester City,5,62,147.4,26.1,Çağlar Söyüncü,185
2020,Leicester City,5,62,147.4,26.1,Demarai Gray,183
2020,Leicester City,5,62,147.4,26.1,James Justin,183
2020,Leicester City,5,62,147.4,26.1,Wilfred Ndidi,183
2020,Leicester City,5,62,147.4,26.1,Ben Chilwell,181
2020,Leicester City,5,62,147.4,26.1,Matty James,181
2020,Leicester City,5,62,147.4,26.1,Dennis Praet,181
2020,Leicester City,5,62,147.4,26.1,Luke Thomas,181
2020,Leicester City,5,62,147.4,26.1,Bartosz Kapustka,179
2020,Leicester City,5,62,147.4,26.1,Jamie Vardy,179
2020,Leicester City,5,62,147.4,26.1, Ayoze Pérez,178
2020,Leicester City,5,62,147.4,26.1,Hamza Choudhury,178
2020,Leicester City,5,62,147.4,26.1,Youri Tielemans,176
2020,Leicester City,5,62,147.4,26.1, Adrien Silva,175
2020,Leicester City,5,62,147.4,26.1,Marc Albrighton,175
2020,Leicester City,5,62,147.4,26.1,Fousséni Diabaté,175
2020,Leicester City,5,62,147.4,26.1,James Maddison,175
2020,Leicester City,5,62,147.4,26.1, Ricardo Pereira,175
2020,Leicester City,5,62,147.4,26.1,Harvey Barnes,174
2020,Tottenham Hotspur,6,59,155.6,26.7,Paulo Gazzaniga,196
2020,Tottenham Hotspur,6,59,155.6,26.7,Eric Dier,191
2020,Tottenham Hotspur,6,59,155.6,26.7,Malachi Fagan-Walcott,189
2020,Tottenham Hotspur,6,59,155.6,26.7,Jan Vertonghen,189
2020,Tottenham Hotspur,6,59,155.6,26.7,Alfie Whiteman,189
2020,Tottenham Hotspur,6,59,155.6,26.7,Dele Alli,188
2020,Tottenham Hotspur,6,59,155.6,26.7,Harry Kane,188
2020,Tottenham Hotspur,6,59,155.6,26.7,Hugo Lloris,188
2020,Tottenham Hotspur,6,59,155.6,26.7,Juan Foyth,187
2020,Tottenham Hotspur,6,59,155.6,26.7,Davinson Sánchez,187
2020,Tottenham Hotspur,6,59,155.6,26.7,Moussa Sissoko,187
2020,Tottenham Hotspur,6,59,155.6,26.7,Toby Alderweireld,186
2020,Tottenham Hotspur,6,59,155.6,26.7,Troy Parrott,185
2020,Tottenham Hotspur,6,59,155.6,26.7,Érik Lamela,184
2020,Tottenham Hotspur,6,59,155.6,26.7,Heung-min Son,184
2020,Tottenham Hotspur,6,59,155.6,26.7,Japhet Tanganga,184
2020,Tottenham Hotspur,6,59,155.6,26.7, Gedson Fernandes,183
2020,Tottenham Hotspur,6,59,155.6,26.7,Michel Vorm,183
2020,Tottenham Hotspur,6,59,155.6,26.7,Dennis Cirkin,182
2020,Tottenham Hotspur,6,59,155.6,26.7,Ben Davies,181
2020,Tottenham Hotspur,6,59,155.6,26.7,Tanguy Ndombèlé,181
2020,Tottenham Hotspur,6,59,155.6,26.7,Steven Bergwijn,178
2020,Tottenham Hotspur,6,59,155.6,26.7,Ryan Sessegnon,178
2020,Tottenham Hotspur,6,59,155.6,26.7,Harry Winks,178
2020,Tottenham Hotspur,6,59,155.6,26.7,Giovani Lo Celso,177
2020,Tottenham Hotspur,6,59,155.6,26.7,Sèrge Aurier,176
2020,Tottenham Hotspur,6,59,155.6,26.7,Oliver Skipp,175
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Willy Boly,195
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Maximilian Kilman,194
2020,Wolverhampton Wanderers,7,59,141.1,26.6,John Ruddy,192
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Owen Otasowie,191
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Raúl Jiménez,190
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Will Norris,190
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Rui Patrício,190
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Leonardo Campana,188
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Renat Dadashov,188
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Leander Dendoncker,188
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Romain Saïss,188
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Andreas Søndergaard,188
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Matt Doherty,186
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Conor Coady,185
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Phil Ofosu Ayeh,182
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Lewis Richards,182
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Bruno Jordão,180
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Oskar Buur,180
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Chem Campbell,180
2020,Wolverhampton Wanderers,7,59,141.1,26.6,Taylor Perry,180
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Rúben Neves,180
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Adama Traoré,178
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Diogo Jota,178
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Jonny,175
2020,Wolverhampton Wanderers,7,59,141.1,26.6, Rúben Vinagre,174
2020,Arsenal FC,8,56,148.2,25.8,Matt Macey,201
2020,Arsenal FC,8,56,148.2,25.8,Emiliano Martínez,195
2020,Arsenal FC,8,56,148.2,25.8, Pablo Marí,193
2020,Arsenal FC,8,56,148.2,25.8,William Saliba,192
2020,Arsenal FC,8,56,148.2,25.8,Bernd Leno,190
2020,Arsenal FC,8,56,148.2,25.8, David Luiz,189
2020,Arsenal FC,8,56,148.2,25.8,Rob Holding,189
2020,Arsenal FC,8,56,148.2,25.8,Tolaji Bola,188
2020,Arsenal FC,8,56,148.2,25.8,Pierre-Emerick Aubameyang,186
2020,Arsenal FC,8,56,148.2,25.8,Sokratis Papastathopoulos,186
2020,Arsenal FC,8,56,148.2,25.8,Joe Willock,186
2020,Arsenal FC,8,56,148.2,25.8,Granit Xhaka,186
2020,Arsenal FC,8,56,148.2,25.8,Mattéo Guendouzi,185
2020,Arsenal FC,8,56,148.2,25.8,Shkodran Mustafi,184
2020,Arsenal FC,8,56,148.2,25.8,Sead Kolašinac,183
2020,Arsenal FC,8,56,148.2,25.8,Nicolas Pépé,183
2020,Arsenal FC,8,56,148.2,25.8,Calum Chambers,182
2020,Arsenal FC,8,56,148.2,25.8,Eddie Nketiah,180
2020,Arsenal FC,8,56,148.2,25.8,Mesut Özil,180
2020,Arsenal FC,8,56,148.2,25.8,Kieran Tierney,180
2020,Arsenal FC,8,56,148.2,25.8, Dani Ceballos,179
2020,Arsenal FC,8,56,148.2,25.8,Folarin Balogun,178
2020,Arsenal FC,8,56,148.2,25.8, Gabriel Martinelli,178
2020,Arsenal FC,8,56,148.2,25.8, Héctor Bellerín,178
2020,Arsenal FC,8,56,148.2,25.8,Bukayo Saka,178
2020,Arsenal FC,8,56,148.2,25.8,Ainsley Maitland-Niles,177
2020,Arsenal FC,8,56,148.2,25.8,Matt Smith,176
2020,Arsenal FC,8,56,148.2,25.8,Alexandre Lacazette,175
2020,Arsenal FC,8,56,148.2,25.8,Reiss Nelson,175
2020,Arsenal FC,8,56,148.2,25.8,James Olayinka,175
2020,Sheffield United,9,54,132.6,26.9,Michael Verrips,196
2020,Sheffield United,9,54,132.6,26.9,Sander Berge,195
2020,Sheffield United,9,54,132.6,26.9,Jake Eastwood,193
2020,Sheffield United,9,54,132.6,26.9,Simon Moore,191
2020,Sheffield United,9,54,132.6,26.9,Chris Basham,190
2020,Sheffield United,9,54,132.6,26.9,Jack O'Connell,190
2020,Sheffield United,9,54,132.6,26.9,Leon Clarke,188
2020,Sheffield United,9,54,132.6,26.9,Dean Henderson,188
2020,Sheffield United,9,54,132.6,26.9,Oliver McBurnie,188
2020,Sheffield United,9,54,132.6,26.9,Jack Rodwell,188
2020,Sheffield United,9,54,132.6,26.9,Richairo Živković,187
2020,Sheffield United,9,54,132.6,26.9,John Egan,185
2020,Sheffield United,9,54,132.6,26.9,Wes Foderingham,185
2020,Sheffield United,9,54,132.6,26.9,David McGoldrick,184
2020,Sheffield United,9,54,132.6,26.9,Lys Mousset,184
2020,Sheffield United,9,54,132.6,26.9,Enda Stevens,183
2020,Sheffield United,9,54,132.6,26.9,Luke Freeman,181
2020,Sheffield United,9,54,132.6,26.9,John Lundstram,181
2020,Sheffield United,9,54,132.6,26.9,Phil Jagielka,180
2020,Sheffield United,9,54,132.6,26.9,Oliver Norwood,180
2020,Sheffield United,9,54,132.6,26.9,George Baldock,178
2020,Sheffield United,9,54,132.6,26.9,Kieron Freeman,178
2020,Sheffield United,9,54,132.6,26.9,Ben Osborn,176
2020,Sheffield United,9,54,132.6,26.9,Billy Sharp,175
2020,Burnley FC,10,54,127.3,28.0,Lukas Jensen,198
2020,Burnley FC,10,54,127.3,28.0,Nick Pope,198
2020,Burnley FC,10,54,127.3,28.0,Joe Hart,196
2020,Burnley FC,10,54,127.3,28.0,Bailey Peacock-Farrell,194
2020,Burnley FC,10,54,127.3,28.0,Jimmy Dunne,191
2020,Burnley FC,10,54,127.3,28.0,Chris Wood,191
2020,Burnley FC,10,54,127.3,28.0,Kevin Long,188
2020,Burnley FC,10,54,127.3,28.0,Joel Mumbongo,188
2020,Burnley FC,10,54,127.3,28.0,Jóhann Guðmundsson,186
2020,Burnley FC,10,54,127.3,28.0,Bobby Thomas,186
2020,Burnley FC,10,54,127.3,28.0,Ashley Barnes,185
2020,Burnley FC,10,54,127.3,28.0,Jack Cork,185
2020,Burnley FC,10,54,127.3,28.0,Ben Gibson,185
2020,Burnley FC,10,54,127.3,28.0,Jay Rodriguez,185
2020,Burnley FC,10,54,127.3,28.0,James Tarkowski,185
2020,Burnley FC,10,54,127.3,28.0,Dwight McNeil,183
2020,Burnley FC,10,54,127.3,28.0,Erik Pieters,183
2020,Burnley FC,10,54,127.3,28.0,Charlie Taylor,183
2020,Burnley FC,10,54,127.3,28.0,Max Thompson,182
2020,Burnley FC,10,54,127.3,28.0,Anthony Driscoll-Glennon,181
2020,Burnley FC,10,54,127.3,28.0,Phil Bardsley,180
2020,Burnley FC,10,54,127.3,28.0,Mace Goodridge,180
2020,Burnley FC,10,54,127.3,28.0,Matthew Lowton,180
2020,Burnley FC,10,54,127.3,28.0,Ben Mee,180
2020,Burnley FC,10,54,127.3,28.0,Matěj Vydra,180
2020,Burnley FC,10,54,127.3,28.0,Josh Brownhill,179
2020,Burnley FC,10,54,127.3,28.0,Aiden O’Neill,178
2020,Burnley FC,10,54,127.3,28.0,Lewis Richardson,178
2020,Burnley FC,10,54,127.3,28.0,Robbie Brady,176
2020,Burnley FC,10,54,127.3,28.0,Josh Benson,175
2020,Burnley FC,10,54,127.3,28.0,Ashley Westwood,174
2020,Southampton FC,11,52,123.1,25.9,Fraser Forster,201
2020,Southampton FC,11,52,123.1,25.9,Jannik Vestergaard,199
2020,Southampton FC,11,52,123.1,25.9,Angus Gunn,196
2020,Southampton FC,11,52,123.1,25.9,Wesley Hoedt,193
2020,Southampton FC,11,52,123.1,25.9,Alex McCarthy,193
2020,Southampton FC,11,52,123.1,25.9,Harry Lewis,191
2020,Southampton FC,11,52,123.1,25.9,Kevin Danso,190
2020,Southampton FC,11,52,123.1,25.9,Jan Bednarek,189
2020,Southampton FC,11,52,123.1,25.9,Guido Carrillo,187
2020,Southampton FC,11,52,123.1,25.9,Pierre-Emile Højbjerg,185
2020,Southampton FC,11,52,123.1,25.9,Alexandre Jankewitz,185
2020,Southampton FC,11,52,123.1,25.9,Dan N'Lundulu,185
2020,Southampton FC,11,52,123.1,25.9,Jack Stephens,185
2020,Southampton FC,11,52,123.1,25.9,Stuart Armstrong,183
2020,Southampton FC,11,52,123.1,25.9, Oriol Romeu,183
2020,Southampton FC,11,52,123.1,25.9,Sam McQueen,181
2020,Southampton FC,11,52,123.1,25.9,Shane Long,180
2020,Southampton FC,11,52,123.1,25.9,Yan Valery,180
2020,Southampton FC,11,52,123.1,25.9,Jake Vokins,180
2020,Southampton FC,11,52,123.1,25.9,Ché Adams,179
2020,Southampton FC,11,52,123.1,25.9,Ryan Bertrand,179
2020,Southampton FC,11,52,123.1,25.9,Jacob Maddox,179
