Year,Team,Position,Points,Profit(£),Age,Name,Height(cm)
2016,Crystal Palace,15,42,72.1,27.7,Jason Puncheon,173
2016,AFC Bournemouth,16,42,70.8,27.7,Tyrone Mings,196
2016,AFC Bournemouth,16,42,70.8,27.7,Artur Boruc,193
2016,AFC Bournemouth,16,42,70.8,27.7,Marius Adamonis,191
2016,AFC Bournemouth,16,42,70.8,27.7,Sylvain Distin,191
2016,AFC Bournemouth,16,42,70.8,27.7,Simon Francis,191
2016,AFC Bournemouth,16,42,70.8,27.7,Jordan Holmes,190
2016,AFC Bournemouth,16,42,70.8,27.7,Jack Simpson,190
2016,AFC Bournemouth,16,42,70.8,27.7,Sam Surridge,190
2016,AFC Bournemouth,16,42,70.8,27.7,Ryan Allsop,189
2016,AFC Bournemouth,16,42,70.8,27.7,Tommy Elphick,188
2016,AFC Bournemouth,16,42,70.8,27.7,Adam Federici,188
2016,AFC Bournemouth,16,42,70.8,27.7,Stéphane Zubar,187
2016,AFC Bournemouth,16,42,70.8,27.7,Glenn Murray,186
2016,AFC Bournemouth,16,42,70.8,27.7,Steve Cook,185
2016,AFC Bournemouth,16,42,70.8,27.7,Corey Jordan,185
2016,AFC Bournemouth,16,42,70.8,27.7,Benik Afobe,183
2016,AFC Bournemouth,16,42,70.8,27.7,Dan Gosling,183
2016,AFC Bournemouth,16,42,70.8,27.7,Lewis Grabban,183
2016,AFC Bournemouth,16,42,70.8,27.7,Shaun MacDonald,183
2016,AFC Bournemouth,16,42,70.8,27.7,Junior Stanislas,183
2016,AFC Bournemouth,16,42,70.8,27.7,Joshua King,180
2016,AFC Bournemouth,16,42,70.8,27.7,Marc Pugh,180
2016,AFC Bournemouth,16,42,70.8,27.7,Adam Smith,180
2016,AFC Bournemouth,16,42,70.8,27.7,Callum Wilson,180
2016,AFC Bournemouth,16,42,70.8,27.7,Charlie Daniels,178
2016,AFC Bournemouth,16,42,70.8,27.7,Jordan Lee,178
2016,AFC Bournemouth,16,42,70.8,27.7,Andrew Surman,178
2016,AFC Bournemouth,16,42,70.8,27.7,Harry Arter,177
2016,AFC Bournemouth,16,42,70.8,27.7,Max Gradel,175
2016,AFC Bournemouth,16,42,70.8,27.7,Juan Iturbe,173
2016,AFC Bournemouth,16,42,70.8,27.7,Matt Ritchie,173
2016,Sunderland AFC,17,39,71.8,27.3,Jan Kirchhoff,195
2016,Sunderland AFC,17,39,71.8,27.3,John O'Shea,192
2016,Sunderland AFC,17,39,71.8,27.3,Ola Toivonen,192
2016,Sunderland AFC,17,39,71.8,27.3,Mikael Mandron,191
2016,Sunderland AFC,17,39,71.8,27.3,Younès Kaboul,190
2016,Sunderland AFC,17,39,71.8,27.3,Lamine Koné,189
2016,Sunderland AFC,17,39,71.8,27.3,Vito Mannone,189
2016,Sunderland AFC,17,39,71.8,27.3,Valentin Roberge,189
2016,Sunderland AFC,17,39,71.8,27.3,Steve Harper,188
2016,Sunderland AFC,17,39,71.8,27.3,Jack Rodwell,188
2016,Sunderland AFC,17,39,71.8,27.3,Max Stryjek,188
2016,Sunderland AFC,17,39,71.8,27.3,Tom Beadling,186
2016,Sunderland AFC,17,39,71.8,27.3,Dame N'Doye,186
2016,Sunderland AFC,17,39,71.8,27.3,Wes Brown,185
2016,Sunderland AFC,17,39,71.8,27.3,Jordan Pickford,185
2016,Sunderland AFC,17,39,71.8,27.3,Yann M'Vila,183
2016,Sunderland AFC,17,39,71.8,27.3,Billy Jones,181
2016,Sunderland AFC,17,39,71.8,27.3,Fabio Borini,180
2016,Sunderland AFC,17,39,71.8,27.3,Josh Robson,180
2016,Sunderland AFC,17,39,71.8,27.3,Tom Robson,180
2016,Sunderland AFC,17,39,71.8,27.3,Lee Cattermole,178
2016,Sunderland AFC,17,39,71.8,27.3,Emmanuel Eboué,178
2016,Sunderland AFC,17,39,71.8,27.3,Sebastian Larsson,178
2016,Sunderland AFC,17,39,71.8,27.3,Jeremain Lens,178
2016,Sunderland AFC,17,39,71.8,27.3,Adam Matthews,178
2016,Sunderland AFC,17,39,71.8,27.3,Wahbi Khazri,176
2016,Sunderland AFC,17,39,71.8,27.3,Patrick van Aanholt,176
2016,Sunderland AFC,17,39,71.8,27.3,Duncan Watmore,175
2016,Sunderland AFC,17,39,71.8,27.3,Rees Greenwood,173
2016,Sunderland AFC,17,39,71.8,27.3,George Honeyman,173
2016,Newcastle United,18,37,72.8,25.4,Karl Darlow,190
2016,Newcastle United,18,37,72.8,25.4,Rob Elliot,190
2016,Newcastle United,18,37,72.8,25.4,Aleksandar Mitrović,189
2016,Newcastle United,18,37,72.8,25.4,Tim Krul,188
2016,Newcastle United,18,37,72.8,25.4,Jamaal Lascelles,188
2016,Newcastle United,18,37,72.8,25.4,Freddie Woodman,188
2016,Newcastle United,18,37,72.8,25.4,Curtis Good,187
2016,Newcastle United,18,37,72.8,25.4,Moussa Sissoko,187
2016,Newcastle United,18,37,72.8,25.4,Steven Taylor,186
2016,Newcastle United,18,37,72.8,25.4,Siem de Jong,185
2016,Newcastle United,18,37,72.8,25.4,Liam Gibson,185
2016,Newcastle United,18,37,72.8,25.4,Daryl Janmaat,185
2016,Newcastle United,18,37,72.8,25.4,Daniel Barlaser,184
2016,Newcastle United,18,37,72.8,25.4,Fabricio Coloccini,184
2016,Newcastle United,18,37,72.8,25.4,Kevin Mbabu,184
2016,Newcastle United,18,37,72.8,25.4,Jonjo Shelvey,184
2016,Newcastle United,18,37,72.8,25.4,Paul Dummett,183
2016,Newcastle United,18,37,72.8,25.4,Chancel Mbemba,182
2016,Newcastle United,18,37,72.8,25.4,Emmanuel Rivière,182
2016,Newcastle United,18,37,72.8,25.4,Andros Townsend,181
2016,Newcastle United,18,37,72.8,25.4,Rolando Aarons,180
2016,Newcastle United,18,37,72.8,25.4,Papiss Demba Cissé,180
2016,Newcastle United,18,37,72.8,25.4,Jamie Sterry,180
2016,Newcastle United,18,37,72.8,25.4,Cheick Tioté,180
2016,Newcastle United,18,37,72.8,25.4,Callum Williams,180
2016,Newcastle United,18,37,72.8,25.4,Massadio Haïdara,179
2016,Newcastle United,18,37,72.8,25.4, Ayoze Pérez,178
2016,Newcastle United,18,37,72.8,25.4,Seydou Doumbia,178
2016,Newcastle United,18,37,72.8,25.4,Jack Colback,177
2016,Newcastle United,18,37,72.8,25.4,Yoan Gouffran,176
2016,Newcastle United,18,37,72.8,25.4,Henri Saivet,175
2016,Newcastle United,18,37,72.8,25.4,Georginio Wijnaldum,175
2016,Norwich City,19,34,67.1,27.7,Jake Kean,193
2016,Norwich City,19,34,67.1,27.7,Timm Klose,193
2016,Norwich City,19,34,67.1,27.7,John Ruddy,192
2016,Norwich City,19,34,67.1,27.7,Declan Rudd,191
2016,Norwich City,19,34,67.1,27.7,Ryan Bennett,188
2016,Norwich City,19,34,67.1,27.7,Sébastien Bassong,187
2016,Norwich City,19,34,67.1,27.7,Andre Wisdom,186
2016,Norwich City,19,34,67.1,27.7,Patrick Bamford,185
2016,Norwich City,19,34,67.1,27.7,Adel Gafaiti,185
2016,Norwich City,19,34,67.1,27.7,Cameron Jerome,185
2016,Norwich City,19,34,67.1,27.7,Dieumerci Mbokani,185
2016,Norwich City,19,34,67.1,27.7,Vadis Odjidja-Ofoe,185
2016,Norwich City,19,34,67.1,27.7,Steven Whittaker,185
2016,Norwich City,19,34,67.1,27.7,Ben Godfrey,184
2016,Norwich City,19,34,67.1,27.7,Russell Martin,183
2016,Norwich City,19,34,67.1,27.7,Harry Toffolo,183
2016,Norwich City,19,34,67.1,27.7, Ivo Pinto,182
2016,Norwich City,19,34,67.1,27.7,Alexander Tettey,181
2016,Norwich City,19,34,67.1,27.7,Jonny Howson,180
2016,Norwich City,19,34,67.1,27.7,Ebou Adams,178
2016,Norwich City,19,34,67.1,27.7,Tony Andreu,178
2016,Norwich City,19,34,67.1,27.7,Steven Naismith,178
2016,Norwich City,19,34,67.1,27.7,Gary O'Neil,178
2016,Norwich City,19,34,67.1,27.7,Martin Olsson,178
2016,Norwich City,19,34,67.1,27.7,Graham Dorrans,177
2016,Norwich City,19,34,67.1,27.7,Youssuf Mulumbu,177
2016,Norwich City,19,34,67.1,27.7,Robbie Brady,176
2016,Norwich City,19,34,67.1,27.7,Reece Hall-Johnson,173
2016,Norwich City,19,34,67.1,27.7,Matthew Jarvis,173
2016,Norwich City,19,34,67.1,27.7,Nathan Redmond,173
2016,Aston Villa,20,17,66.6,26.6,Matija Šarkić,194
2016,Aston Villa,20,17,66.6,26.6,Rudy Gestede,193
2016,Aston Villa,20,17,66.6,26.6,Brad Guzan,193
2016,Aston Villa,20,17,66.6,26.6,Libor Kozák,192
2016,Aston Villa,20,17,66.6,26.6,Keinan Davis,189
2016,Aston Villa,20,17,66.6,26.6,Joleon Lescott,188
2016,Aston Villa,20,17,66.6,26.6,Easah Suliman,188
2016,Aston Villa,20,17,66.6,26.6,Bradley Watkins,188
2016,Aston Villa,20,17,66.6,26.6,Leandro Bacuna,187
2016,Aston Villa,20,17,66.6,26.6,Rushian Hepburn-Murphy,187
2016,Aston Villa,20,17,66.6,26.6,Ciaran Clark,185
2016,Aston Villa,20,17,66.6,26.6,Alan Hutton,185
2016,Aston Villa,20,17,66.6,26.6,Mark Bunn,183
2016,Aston Villa,20,17,66.6,26.6,Jordan Lyden,183
2016,Aston Villa,20,17,66.6,26.6,Jores Okore,183
2016,Aston Villa,20,17,66.6,26.6,Jordan Ayew,182
2016,Aston Villa,20,17,66.6,26.6,Carlos Sánchez,182
2016,Aston Villa,20,17,66.6,26.6,Aly Cissokho,181
2016,Aston Villa,20,17,66.6,26.6,Andre Green,180
2016,Aston Villa,20,17,66.6,26.6,Niall Mason,180
2016,Aston Villa,20,17,66.6,26.6,Micah Richards,180
2016,Aston Villa,20,17,66.6,26.6,Kevin Toner,180
2016,Aston Villa,20,17,66.6,26.6, Adama Traoré,178
2016,Aston Villa,20,17,66.6,26.6,Gabriel Agbonlahor,178
2016,Aston Villa,20,17,66.6,26.6,Scott Sinclair,177
2016,Aston Villa,20,17,66.6,26.6,Jordan Veretout,177
2016,Aston Villa,20,17,66.6,26.6,Jordan Amavi,176
2016,Aston Villa,20,17,66.6,26.6,Jack Grealish,175
2016,Aston Villa,20,17,66.6,26.6,Lewis Kinsella,175
2016,Aston Villa,20,17,66.6,26.6,Kieran Richardson,175
2016,Aston Villa,20,17,66.6,26.6,Idrissa Gueye,174
2016,Aston Villa,20,17,66.6,26.6,Ashley Westwood,174
2017,Chelsea FC,1,93,153.2,27.2,Thibaut Courtois,200
2017,Chelsea FC,1,93,153.2,27.2,Asmir Begović,199
2017,Chelsea FC,1,93,153.2,27.2,Nemanja Matić,194
2017,Chelsea FC,1,93,153.2,27.2,Gary Cahill,193
2017,Chelsea FC,1,93,153.2,27.2,Ruben Loftus-Cheek,191
2017,Chelsea FC,1,93,153.2,27.2,Kurt Zouma,190
2017,Chelsea FC,1,93,153.2,27.2, David Luiz,189
2017,Chelsea FC,1,93,153.2,27.2, Marcos Alonso,189
2017,Chelsea FC,1,93,153.2,27.2, Eduardo,188
2017,Chelsea FC,1,93,153.2,27.2,Dominic Solanke,187
2017,Chelsea FC,1,93,153.2,27.2,Michy Batshuayi,185
2017,Chelsea FC,1,93,153.2,27.2,Nathaniel Chalobah,185
2017,Chelsea FC,1,93,153.2,27.2, Diego Costa,185
2017,Chelsea FC,1,93,153.2,27.2,Ola Aina,184
2017,Chelsea FC,1,93,153.2,27.2,John Terry,184
2017,Chelsea FC,1,93,153.2,27.2, Kenedy,182
2017,Chelsea FC,1,93,153.2,27.2,Nathan Aké,180
2017,Chelsea FC,1,93,153.2,27.2, Cesc Fàbregas,179
2017,Chelsea FC,1,93,153.2,27.2, Azpilicueta,178
2017,Chelsea FC,1,93,153.2,27.2,Victor Moses,177
2017,Chelsea FC,1,93,153.2,27.2,Eden Hazard,175
2017,Chelsea FC,1,93,153.2,27.2, Willian,175
2017,Chelsea FC,1,93,153.2,27.2,N'Golo Kanté,171
2017,Chelsea FC,1,93,153.2,27.2, Pedro,167
2017,Tottenham Hotspur,2,86,148.5,25.3,Tom Glover,196
2017,Tottenham Hotspur,2,86,148.5,25.3,Eric Dier,191
2017,Tottenham Hotspur,2,86,148.5,25.3, Pau López,189
2017,Tottenham Hotspur,2,86,148.5,25.3,Jan Vertonghen,189
2017,Tottenham Hotspur,2,86,148.5,25.3,Alfie Whiteman,189
2017,Tottenham Hotspur,2,86,148.5,25.3,Dele Alli,188
2017,Tottenham Hotspur,2,86,148.5,25.3,Harry Kane,188
2017,Tottenham Hotspur,2,86,148.5,25.3,Hugo Lloris,188
2017,Tottenham Hotspur,2,86,148.5,25.3,Victor Wanyama,188
2017,Tottenham Hotspur,2,86,148.5,25.3,Moussa Sissoko,187
2017,Tottenham Hotspur,2,86,148.5,25.3,Kevin Wimmer,187
2017,Tottenham Hotspur,2,86,148.5,25.3,Toby Alderweireld,186
2017,Tottenham Hotspur,2,86,148.5,25.3,Cameron Carter-Vickers,185
2017,Tottenham Hotspur,2,86,148.5,25.3,Vincent Janssen,185
2017,Tottenham Hotspur,2,86,148.5,25.3,Josh Onomah,185
2017,Tottenham Hotspur,2,86,148.5,25.3,Érik Lamela,184
2017,Tottenham Hotspur,2,86,148.5,25.3,Heung-min Son,184
2017,Tottenham Hotspur,2,86,148.5,25.3,Michel Vorm,183
2017,Tottenham Hotspur,2,86,148.5,25.3,Christian Eriksen,182
2017,Tottenham Hotspur,2,86,148.5,25.3,Ben Davies,181
2017,Tottenham Hotspur,2,86,148.5,25.3,Kyle Walker,178
2017,Tottenham Hotspur,2,86,148.5,25.3,Harry Winks,178
2017,Tottenham Hotspur,2,86,148.5,25.3,Mousa Dembélé,177
2017,Tottenham Hotspur,2,86,148.5,25.3,Filip Lesniak,176
2017,Tottenham Hotspur,2,86,148.5,25.3,Danny Rose,173
2017,Tottenham Hotspur,2,86,148.5,25.3,Kieran Trippier,173
2017,Tottenham Hotspur,2,86,148.5,25.3,Kyle Walker-Peters,173
2017,Tottenham Hotspur,2,86,148.5,25.3,Georges-Kévin N'Koudou,172
2017,Tottenham Hotspur,2,86,148.5,25.3,Samuel Shashoua,170
2017,Tottenham Hotspur,2,86,148.5,25.3,Marcus Edwards,168
2017,Manchester City,3,78,149.4,28.5,Tosin Adarabioyo,196
2017,Manchester City,3,78,149.4,28.5,Angus Gunn,196
2017,Manchester City,3,78,149.4,28.5,Vincent Kompany,190
2017,Manchester City,3,78,149.4,28.5,John Stones,188
2017,Manchester City,3,78,149.4,28.5,Yaya Touré,188
2017,Manchester City,3,78,149.4,28.5,Aleksandar Kolarov,187
2017,Manchester City,3,78,149.4,28.5,Willy Caballero,186
2017,Manchester City,3,78,149.4,28.5,Kelechi Iheanacho,185
2017,Manchester City,3,78,149.4,28.5,Claudio Bravo,184
2017,Manchester City,3,78,149.4,28.5, Fernando,183
2017,Manchester City,3,78,149.4,28.5,Nicolás Otamendi,183
2017,Manchester City,3,78,149.4,28.5,Leroy Sané,183
2017,Manchester City,3,78,149.4,28.5,Kevin De Bruyne,181
2017,Manchester City,3,78,149.4,28.5,İlkay Gündoğan,180
2017,Manchester City,3,78,149.4,28.5, Fernandinho,179
2017,Manchester City,3,78,149.4,28.5,Gaël Clichy,176
2017,Manchester City,3,78,149.4,28.5,Bacary Sagna,176
2017,Manchester City,3,78,149.4,28.5, Gabriel Jesus,175
2017,Manchester City,3,78,149.4,28.5, Nolito,175
2017,Manchester City,3,78,149.4,28.5,Fabian Delph,174
2017,Manchester City,3,78,149.4,28.5,Sergio Agüero,173
2017,Manchester City,3,78,149.4,28.5, Aleix García,173
2017,Manchester City,3,78,149.4,28.5,Pablo Zabaleta,173
2017,Manchester City,3,78,149.4,28.5,Raheem Sterling,172
2017,Manchester City,3,78,149.4,28.5, Brahim Díaz,171
2017,Manchester City,3,78,149.4,28.5,Phil Foden,171
2017,Manchester City,3,78,149.4,28.5, David Silva,170
2017,Manchester City,3,78,149.4,28.5, Jesús Navas,170
2017,Liverpool FC,4,76,148.4,26.1,Joel Matip,195
2017,Liverpool FC,4,76,148.4,26.1,Simon Mignolet,193
2017,Liverpool FC,4,76,148.4,26.1,Marko Grujić,191
2017,Liverpool FC,4,76,148.4,26.1,Loris Karius,191
2017,Liverpool FC,4,76,148.4,26.1,Divock Origi,189
2017,Liverpool FC,4,76,148.4,26.1,Ovie Ejaria,188
2017,Liverpool FC,4,76,148.4,26.1,Joe Gomez,188
2017,Liverpool FC,4,76,148.4,26.1,Dejan Lovren,188
2017,Liverpool FC,4,76,148.4,26.1,Alexander Manninger,188
2017,Liverpool FC,4,76,148.4,26.1,Jordan Henderson,187
2017,Liverpool FC,4,76,148.4,26.1,Ragnar Klavan,187
2017,Liverpool FC,4,76,148.4,26.1,MJ Williams,187
2017,Liverpool FC,4,76,148.4,26.1,Emre Can,186
2017,Liverpool FC,4,76,148.4,26.1, Roberto Firmino,181
2017,Liverpool FC,4,76,148.4,26.1,Kevin Stewart,181
2017,Liverpool FC,4,76,148.4,26.1,Trent Alexander-Arnold,180
2017,Liverpool FC,4,76,148.4,26.1,Rhian Brewster,180
2017,Liverpool FC,4,76,148.4,26.1,Connor Randall,180
2017,Liverpool FC,4,76,148.4,26.1,Daniel Sturridge,180
2017,Liverpool FC,4,76,148.4,26.1, Lucas Leiva,179
2017,Liverpool FC,4,76,148.4,26.1,Sheyi Ojo,179
2017,Liverpool FC,4,76,148.4,26.1,Danny Ings,178
2017,Liverpool FC,4,76,148.4,26.1, Paulinho,176
2017,Liverpool FC,4,76,148.4,26.1,Nathaniel Clyne,175
2017,Liverpool FC,4,76,148.4,26.1,James Milner,175
2017,Liverpool FC,4,76,148.4,26.1,Georginio Wijnaldum,175
2017,Liverpool FC,4,76,148.4,26.1,Sadio Mané,174
2017,Liverpool FC,4,76,148.4,26.1,Ben Woodburn,174
2017,Liverpool FC,4,76,148.4,26.1,Harry Wilson,173
2017,Liverpool FC,4,76,148.4,26.1,Adam Lallana,172
2017,Liverpool FC,4,76,148.4,26.1, Philippe Coutinho,172
2017,Liverpool FC,4,76,148.4,26.1, Alberto Moreno,171
2017,Arsenal FC,5,75,142.8,26.9,Matt Macey,201
2017,Arsenal FC,5,75,142.8,26.9,Per Mertesacker,198
2017,Arsenal FC,5,75,142.8,26.9,Petr Čech,196
2017,Arsenal FC,5,75,142.8,26.9,Emiliano Martínez,195
2017,Arsenal FC,5,75,142.8,26.9,Yaya Sanogo,194
2017,Arsenal FC,5,75,142.8,26.9,Olivier Giroud,193
2017,Arsenal FC,5,75,142.8,26.9,Rob Holding,189
2017,Arsenal FC,5,75,142.8,26.9,Laurent Koscielny,186
2017,Arsenal FC,5,75,142.8,26.9,Granit Xhaka,186
2017,Arsenal FC,5,75,142.8,26.9, Gabriel Paulista,185
2017,Arsenal FC,5,75,142.8,26.9,Carl Jenkinson,185
2017,Arsenal FC,5,75,142.8,26.9,Ben Sheaf,185
2017,Arsenal FC,5,75,142.8,26.9,Danny Welbeck,185
2017,Arsenal FC,5,75,142.8,26.9,Joshua Dasilva,184
2017,Arsenal FC,5,75,142.8,26.9,Shkodran Mustafi,184
2017,Arsenal FC,5,75,142.8,26.9,Jeff Reine-Adélaïde,184
2017,Arsenal FC,5,75,142.8,26.9,Alex Iwobi,183
2017,Arsenal FC,5,75,142.8,26.9,David Ospina,183
2017,Arsenal FC,5,75,142.8,26.9,Kieran Gibbs,180
2017,Arsenal FC,5,75,142.8,26.9, Lucas Pérez,180
2017,Arsenal FC,5,75,142.8,26.9,Alex Oxlade-Chamberlain,180
2017,Arsenal FC,5,75,142.8,26.9,Mesut Özil,180
2017,Arsenal FC,5,75,142.8,26.9,Mohamed Elneny,179
2017,Arsenal FC,5,75,142.8,26.9, Nacho Monreal,179
2017,Arsenal FC,5,75,142.8,26.9, Héctor Bellerín,178
2017,Arsenal FC,5,75,142.8,26.9,Aaron Ramsey,178
2017,Arsenal FC,5,75,142.8,26.9,Chris Willock,178
2017,Arsenal FC,5,75,142.8,26.9,Francis Coquelin,177
2017,Arsenal FC,5,75,142.8,26.9,Mathieu Debuchy,177
2017,Arsenal FC,5,75,142.8,26.9,Ainsley Maitland-Niles,177
2017,Arsenal FC,5,75,142.8,26.9,Theo Walcott,175
2017,Arsenal FC,5,75,142.8,26.9,Alexis Sánchez,169
2017,Arsenal FC,5,75,142.8,26.9, Santi Cazorla,168
2017,Manchester United,6,69,143.6,26.7,Zlatan Ibrahimović,195
2017,Manchester United,6,69,143.6,26.7,Marouane Fellaini,194
2017,Manchester United,6,69,143.6,26.7,Chris Smalling,194
2017,Manchester United,6,69,143.6,26.7, De Gea,192
2017,Manchester United,6,69,143.6,26.7,Sergio Romero,192
2017,Manchester United,6,69,143.6,26.7,Scott McTominay,191
2017,Manchester United,6,69,143.6,26.7,Kieran O'Hara,191
2017,Manchester United,6,69,143.6,26.7,Paul Pogba,191
2017,Manchester United,6,69,143.6,26.7, Joel Pereira,189
2017,Manchester United,6,69,143.6,26.7,Dean Henderson,188
2017,Manchester United,6,69,143.6,26.7,Eric Bailly,187
2017,Manchester United,6,69,143.6,26.7,Michael Carrick,186
2017,Manchester United,6,69,143.6,26.7,Marcos Rojo,186
2017,Manchester United,6,69,143.6,26.7,Timothy Fosu-Mensah,185
2017,Manchester United,6,69,143.6,26.7,Phil Jones,185
2017,Manchester United,6,69,143.6,26.7,Marcus Rashford,185
2017,Manchester United,6,69,143.6,26.7,Axel Tuanzebe,185
2017,Manchester United,6,69,143.6,26.7, Ander Herrera,182
2017,Manchester United,6,69,143.6,26.7,Matteo Darmian,182
2017,Manchester United,6,69,143.6,26.7,Anthony Martial,181
2017,Manchester United,6,69,143.6,26.7,Daley Blind,180
2017,Manchester United,6,69,143.6,26.7,Zac Dearnley,180
2017,Manchester United,6,69,143.6,26.7,Antonio Valencia,180
2017,Manchester United,6,69,143.6,26.7,Henrikh Mkhitaryan,178
2017,Manchester United,6,69,143.6,26.7,Luke Shaw,178
2017,Manchester United,6,69,143.6,26.7,Josh Harrop,177
2017,Manchester United,6,69,143.6,26.7,Wayne Rooney,176
2017,Manchester United,6,69,143.6,26.7,Jesse Lingard,175
2017,Manchester United,6,69,143.6,26.7,Demetri Mitchell,175
2017,Manchester United,6,69,143.6,26.7,Ashley Young,175
2017,Manchester United,6,69,143.6,26.7,Matty Willock,172
2017,Manchester United,6,69,143.6,26.7, Juan Mata,170
2017,Manchester United,6,69,143.6,26.7,Angel Gomes,168
2017,Everton FC,7,61,132.4,27.5, Joel,197
2017,Everton FC,7,61,132.4,27.5,Maarten Stekelenburg,197
2017,Everton FC,7,61,132.4,27.5,Romelu Lukaku,192
2017,Everton FC,7,61,132.4,27.5,Mateusz Hewelt,191
2017,Everton FC,7,61,132.4,27.5,Dominic Calvert-Lewin,189
2017,Everton FC,7,61,132.4,27.5,Ramiro Funes Mori,187
2017,Everton FC,7,61,132.4,27.5,Mason Holgate,187
2017,Everton FC,7,61,132.4,27.5,Morgan Schneiderlin,186
2017,Everton FC,7,61,132.4,27.5,Ross Barkley,185
2017,Everton FC,7,61,132.4,27.5,Yannick Bolasie,185
2017,Everton FC,7,61,132.4,27.5,Matthew Pennington,185
2017,Everton FC,7,61,132.4,27.5,Joe Williams,185
2017,Everton FC,7,61,132.4,27.5,Gareth Barry,184
2017,Everton FC,7,61,132.4,27.5,Kieran Dowell,183
2017,Everton FC,7,61,132.4,27.5,Ashley Williams,183
2017,Everton FC,7,61,132.4,27.5,Kevin Mirallas,182
2017,Everton FC,7,61,132.4,27.5,Arouna Koné,181
2017,Everton FC,7,61,132.4,27.5,Muhamed Bešić,180
2017,Everton FC,7,61,132.4,27.5,Tom Davies,180
2017,Everton FC,7,61,132.4,27.5,Phil Jagielka,180
2017,Everton FC,7,61,132.4,27.5,James McCarthy,180
2017,Everton FC,7,61,132.4,27.5,Séamus Coleman,177
2017,Everton FC,7,61,132.4,27.5,Enner Valencia,177
2017,Everton FC,7,61,132.4,27.5,Jonjoe Kenny,176
2017,Everton FC,7,61,132.4,27.5,Idrissa Gueye,174
2017,Everton FC,7,61,132.4,27.5,Ademola Lookman,174
2017,Everton FC,7,61,132.4,27.5,Leighton Baines,170
2017,Everton FC,7,61,132.4,27.5,Aaron Lennon,165
2017,Southampton FC,8,46,127.6,26.0,Fraser Forster,201
2017,Southampton FC,8,46,127.6,26.0,Stuart Taylor,195
2017,Southampton FC,8,46,127.6,26.0,Florin Gardoş,193
2017,Southampton FC,8,46,127.6,26.0,Alex McCarthy,193
2017,Southampton FC,8,46,127.6,26.0,Virgil van Dijk,193
2017,Southampton FC,8,46,127.6,26.0,Harry Lewis,191
2017,Southampton FC,8,46,127.6,26.0,Maya Yoshida,189
2017,Southampton FC,8,46,127.6,26.0,Charlie Austin,188
2017,Southampton FC,8,46,127.6,26.0,Manolo Gabbiadini,186
2017,Southampton FC,8,46,127.6,26.0,Mouez Hassen,186
2017,Southampton FC,8,46,127.6,26.0,Pierre-Emile Højbjerg,185
2017,Southampton FC,8,46,127.6,26.0,Cuco Martina,185
2017,Southampton FC,8,46,127.6,26.0,Jay Rodriguez,185
2017,Southampton FC,8,46,127.6,26.0,Jack Stephens,185
2017,Southampton FC,8,46,127.6,26.0, Oriol Romeu,183
2017,Southampton FC,8,46,127.6,26.0,Matt Targett,183
2017,Southampton FC,8,46,127.6,26.0,Sam McQueen,181
2017,Southampton FC,8,46,127.6,26.0,Harrison Reed,181
2017,Southampton FC,8,46,127.6,26.0,Dušan Tadić,181
2017,Southampton FC,8,46,127.6,26.0,Martín Cáceres,180
2017,Southampton FC,8,46,127.6,26.0,Shane Long,180
2017,Southampton FC,8,46,127.6,26.0,Ryan Bertrand,179
2017,Southampton FC,8,46,127.6,26.0,Lloyd Isgrove,178
2017,Southampton FC,8,46,127.6,26.0,James Ward-Prowse,177
2017,Southampton FC,8,46,127.6,26.0,Sofiane Boufal,175
2017,Southampton FC,8,46,127.6,26.0,Josh Sims,174
2017,Southampton FC,8,46,127.6,26.0,Jérémy Pied,173
2017,Southampton FC,8,46,127.6,26.0,Nathan Redmond,173
2017,Southampton FC,8,46,127.6,26.0,Steven Davis,172
2017,Southampton FC,8,46,127.6,26.0, Cédric,171
2017,Southampton FC,8,46,127.6,26.0,Olufela Olomola,170
2017,Southampton FC,8,46,127.6,26.0,Jordy Clasie,169
2017,Southampton FC,8,46,127.6,26.0,Jake Hesketh,168
2017,AFC Bournemouth,9,46,123.8,27.0,Tyrone Mings,196
2017,AFC Bournemouth,9,46,123.8,27.0,Artur Boruc,193
2017,AFC Bournemouth,9,46,123.8,27.0,Simon Francis,191
2017,AFC Bournemouth,9,46,123.8,27.0,Aaron Ramsdale,190
2017,AFC Bournemouth,9,46,123.8,27.0,Jack Simpson,190
2017,AFC Bournemouth,9,46,123.8,27.0,Sam Surridge,190
2017,AFC Bournemouth,9,46,123.8,27.0,Ryan Allsop,189
2017,AFC Bournemouth,9,46,123.8,27.0,Baily Cargill,189
2017,AFC Bournemouth,9,46,123.8,27.0,Adam Federici,188
2017,AFC Bournemouth,9,46,123.8,27.0,Steve Cook,185
2017,AFC Bournemouth,9,46,123.8,27.0,Corey Jordan,185
2017,AFC Bournemouth,9,46,123.8,27.0,Lys Mousset,184
2017,AFC Bournemouth,9,46,123.8,27.0,Benik Afobe,183
2017,AFC Bournemouth,9,46,123.8,27.0,Dan Gosling,183
2017,AFC Bournemouth,9,46,123.8,27.0,Junior Stanislas,183
2017,AFC Bournemouth,9,46,123.8,27.0,Joshua King,180
2017,AFC Bournemouth,9,46,123.8,27.0,Marc Pugh,180
2017,AFC Bournemouth,9,46,123.8,27.0,Adam Smith,180
2017,AFC Bournemouth,9,46,123.8,27.0,Callum Wilson,180
