Year,Team,Position,Points,Profit(£),Age,Name,Annual Salary(£)
2018,Tottenham Hotspur,3,77,144.4,25.8,Lloris,5200000
2018,Tottenham Hotspur,3,77,144.4,25.8,Vertonghen,5200000
2018,Tottenham Hotspur,3,77,144.4,25.8,Son,4420000
2018,Tottenham Hotspur,3,77,144.4,25.8,Lamela,4160000
2018,Tottenham Hotspur,3,77,144.4,25.8,Sissoko,4160000
2018,Tottenham Hotspur,3,77,144.4,25.8,Alderweireld,4160000
2018,Tottenham Hotspur,3,77,144.4,25.8,Eriksen,3900000
2018,Tottenham Hotspur,3,77,144.4,25.8,Llorente,3900000
2018,Tottenham Hotspur,3,77,144.4,25.8,Aurier,3640000
2018,Tottenham Hotspur,3,77,144.4,25.8,Trippier,3380000
2018,Tottenham Hotspur,3,77,144.4,25.8,Wanyama,3380000
2018,Tottenham Hotspur,3,77,144.4,25.8,Davies,3120000
2018,Tottenham Hotspur,3,77,144.4,25.8,Rose,3120000
2018,Tottenham Hotspur,3,77,144.4,25.8,Sanchez,3120000
2018,Tottenham Hotspur,3,77,144.4,25.8,Dier,3120000
2018,Tottenham Hotspur,3,77,144.4,25.8,Alli,2860000
2018,Tottenham Hotspur,3,77,144.4,25.8,Dembele,2860000
2018,Tottenham Hotspur,3,77,144.4,25.8,Vorm,2080000
2018,Tottenham Hotspur,3,77,144.4,25.8,Moura,1950000
2018,Tottenham Hotspur,3,77,144.4,25.8,N'Koudou,1820000
2018,Tottenham Hotspur,3,77,144.4,25.8,Janssen,1768000
2018,Tottenham Hotspur,3,77,144.4,25.8,Onomah,1560000
2018,Tottenham Hotspur,3,77,144.4,25.8,Winks,1300000
2018,Tottenham Hotspur,3,77,144.4,25.8,Foyth,1118000
2018,Tottenham Hotspur,3,77,144.4,25.8,Carter-Vickers,1040000
2018,Tottenham Hotspur,3,77,144.4,25.8,Walker-Peters,1040000
2018,Liverpool FC,4,75,145.9,25.6,Milner,7280000
2018,Liverpool FC,4,75,145.9,25.6,Sturridge,6760000
2018,Liverpool FC,4,75,145.9,25.6,Oxlade-Chamberlain,6240000
2018,Liverpool FC,4,75,145.9,25.6,Salah,6240000
2018,Liverpool FC,4,75,145.9,25.6,Lovren,5200000
2018,Liverpool FC,4,75,145.9,25.6,Matip,5200000
2018,Liverpool FC,4,75,145.9,25.6,Henderson,5200000
2018,Liverpool FC,4,75,145.9,25.6,Firmino,5200000
2018,Liverpool FC,4,75,145.9,25.6,Wijnaldum,4680000
2018,Liverpool FC,4,75,145.9,25.6,Mane,4680000
2018,Liverpool FC,4,75,145.9,25.6,Van Dijk,4680000
2018,Liverpool FC,4,75,145.9,25.6,Ings,3900000
2018,Liverpool FC,4,75,145.9,25.6,Clyne,3640000
2018,Liverpool FC,4,75,145.9,25.6,Lallana,3380000
2018,Liverpool FC,4,75,145.9,25.6,Mignolet,3120000
2018,Liverpool FC,4,75,145.9,25.6,Klavan,2860000
2018,Liverpool FC,4,75,145.9,25.6,Robertson,2600000
2018,Liverpool FC,4,75,145.9,25.6,Can,2340000
2018,Liverpool FC,4,75,145.9,25.6,Moreno,2080000
2018,Liverpool FC,4,75,145.9,25.6,Markovic,1820000
2018,Liverpool FC,4,75,145.9,25.6,Flanagan,1716000
2018,Liverpool FC,4,75,145.9,25.6,Gomez,1560000
2018,Liverpool FC,4,75,145.9,25.6,Origi,1456000
2018,Liverpool FC,4,75,145.9,25.6,Solanke,1300000
2018,Liverpool FC,4,75,145.9,25.6,Karius,1300000
2018,Liverpool FC,4,75,145.9,25.6,Bogdan,1248000
2018,Chelsea FC,5,70,141.7,26.7,Hazard,11700000
2018,Chelsea FC,5,70,141.7,26.7,Morata,8840000
2018,Chelsea FC,5,70,141.7,26.7,Fàbregas,8112000
2018,Chelsea FC,5,70,141.7,26.7,da Silva,7200000
2018,Chelsea FC,5,70,141.7,26.7,Drinkwater,6240000
2018,Chelsea FC,5,70,141.7,26.7,Luiz,6240000
2018,Chelsea FC,5,70,141.7,26.7,Kante,6240000
2018,Chelsea FC,5,70,141.7,26.7,Courtois,6240000
2018,Chelsea FC,5,70,141.7,26.7,Bakayoko,5720000
2018,Chelsea FC,5,70,141.7,26.7,Rudiger,5200000
2018,Chelsea FC,5,70,141.7,26.7,Azpilicueta,5200000
2018,Chelsea FC,5,70,141.7,26.7,Cahill,5200000
2018,Chelsea FC,5,70,141.7,26.7,Rodríguez Ledesma,5200000
2018,Chelsea FC,5,70,141.7,26.7,Alonso,4680000
2018,Chelsea FC,5,70,141.7,26.7,Batshuayi,4680000
2018,Chelsea FC,5,70,141.7,26.7,Rahman,4472000
2018,Chelsea FC,5,70,141.7,26.7,Moses,3900000
2018,Chelsea FC,5,70,141.7,26.7,Zappacosta,3640000
2018,Chelsea FC,5,70,141.7,26.7,Giroud,3120000
2018,Chelsea FC,5,70,141.7,26.7,Abraham,3000000
2018,Chelsea FC,5,70,141.7,26.7,Barkley,2600000
2018,Chelsea FC,5,70,141.7,26.7,Zouma,2080000
2018,Chelsea FC,5,70,141.7,26.7,Caballero,2080000
2018,Chelsea FC,5,70,141.7,26.7,Christensen,1820000
2018,Chelsea FC,5,70,141.7,26.7,Loftus-Cheek,1820000
2018,Chelsea FC,5,70,141.7,26.7,Carvalho,1560000
2018,Chelsea FC,5,70,141.7,26.7,van Ginkel,1450000
2018,Chelsea FC,5,70,141.7,26.7,Brown,1300000
2018,Chelsea FC,5,70,141.7,26.7,Kenedy,1300000
2018,Chelsea FC,5,70,141.7,26.7,Pasalic,1196000
2018,Chelsea FC,5,70,141.7,26.7,Kalas,1196000
2018,Chelsea FC,5,70,141.7,26.7,Palmieri,1144000
2018,Chelsea FC,5,70,141.7,26.7,Palmer,1040000
2018,Chelsea FC,5,70,141.7,26.7,Omeruo,1040000
2018,Chelsea FC,5,70,141.7,26.7,Baker,1040000
2018,Arsenal FC,6,63,142.0,26.8,Lacazette,9467273
2018,Arsenal FC,6,63,142.0,26.8,Ozil,9100000
2018,Arsenal FC,6,63,142.0,26.8,Sanchez,7280000
2018,Arsenal FC,6,63,142.0,26.8,Welbeck,6500000
2018,Arsenal FC,6,63,142.0,26.8,Ramsey,6240000
2018,Arsenal FC,6,63,142.0,26.8,Mkhitaryan,6240000
2018,Arsenal FC,6,63,142.0,26.8,Kolasinac,6214000
2018,Arsenal FC,6,63,142.0,26.8,Bellerin,5200000
2018,Arsenal FC,6,63,142.0,26.8,Cech,5200000
2018,Arsenal FC,6,63,142.0,26.8,Cazorla,5200000
2018,Arsenal FC,6,63,142.0,26.8,Xhaka,4680000
2018,Arsenal FC,6,63,142.0,26.8,Wilshere,4680000
2018,Arsenal FC,6,63,142.0,26.8,Koscielny,4680000
2018,Arsenal FC,6,63,142.0,26.8,Mertesacker,4680000
2018,Arsenal FC,6,63,142.0,26.8,Aubameyang,4680000
2018,Arsenal FC,6,63,142.0,26.8,Mustafi,4680000
2018,Arsenal FC,6,63,142.0,26.8,Debuchy,3900000
2018,Arsenal FC,6,63,142.0,26.8,Perez,3640000
2018,Arsenal FC,6,63,142.0,26.8,Monreal,3380000
2018,Arsenal FC,6,63,142.0,26.8,Elneny,2860000
2018,Arsenal FC,6,63,142.0,26.8,Chambers,2600000
2018,Arsenal FC,6,63,142.0,26.8,Jenkinson,2340000
2018,Arsenal FC,6,63,142.0,26.8,Nketiah,2340000
2018,Arsenal FC,6,63,142.0,26.8,Ospina,2080000
2018,Arsenal FC,6,63,142.0,26.8,Iwobi,1560000
2018,Arsenal FC,6,63,142.0,26.8,Campbell,1560000
2018,Arsenal FC,6,63,142.0,26.8,Holding,1300000
2018,Arsenal FC,6,63,142.0,26.8,Akpom,1040000
2018,Arsenal FC,6,63,142.0,26.8,Martinez,1040000
2018,Burnley FC,7,54,119.8,27.5,Lennon,1820000
2018,Burnley FC,7,54,119.8,27.5,Wood,1820000
2018,Burnley FC,7,54,119.8,27.5,Cork,1820000
2018,Burnley FC,7,54,119.8,27.5,Hendrick,1820000
2018,Burnley FC,7,54,119.8,27.5,Pope,1820000
2018,Burnley FC,7,54,119.8,27.5,Brady,1820000
2018,Burnley FC,7,54,119.8,27.5,Defour,1820000
2018,Burnley FC,7,54,119.8,27.5,Heaton,1820000
2018,Burnley FC,7,54,119.8,27.5,Westwood,1612000
2018,Burnley FC,7,54,119.8,27.5,Walters,1560000
2018,Burnley FC,7,54,119.8,27.5,Berg Gudmundsson,1456000
2018,Burnley FC,7,54,119.8,27.5,Ward,1456000
2018,Burnley FC,7,54,119.8,27.5,Barnes,1300000
2018,Burnley FC,7,54,119.8,27.5,Taylor,1300000
2018,Burnley FC,7,54,119.8,27.5,Wells,1300000
2018,Burnley FC,7,54,119.8,27.5,Bardsley,1300000
2018,Burnley FC,7,54,119.8,27.5,Arfield,1196000
2018,Burnley FC,7,54,119.8,27.5,Marney,1144000
2018,Burnley FC,7,54,119.8,27.5,Tarkowski,1144000
2018,Burnley FC,7,54,119.8,27.5,Lowton,1040000
2018,Everton FC,8,49,128.0,26.7,Rooney,8320000
2018,Everton FC,8,49,128.0,26.7,Sigurdsson,5200000
2018,Everton FC,8,49,128.0,26.7,Schneiderlin,5200000
2018,Everton FC,8,49,128.0,26.7,Bolasie,3900000
2018,Everton FC,8,49,128.0,26.7,Williams,3640000
2018,Everton FC,8,49,128.0,26.7,Klaassen,3640000
2018,Everton FC,8,49,128.0,26.7,Baines,3640000
2018,Everton FC,8,49,128.0,26.7,Ramírez,3380000
2018,Everton FC,8,49,128.0,26.7,Tosun,3120000
2018,Everton FC,8,49,128.0,26.7,Pickford,3120000
2018,Everton FC,8,49,128.0,26.7,Keane,3120000
2018,Everton FC,8,49,128.0,26.7,Niasse,2860000
2018,Everton FC,8,49,128.0,26.7,McCarthy,2600000
2018,Everton FC,8,49,128.0,26.7,Jagielka,2600000
2018,Everton FC,8,49,128.0,26.7,Walcott,2600000
2018,Everton FC,8,49,128.0,26.7,Gueye,2340000
2018,Everton FC,8,49,128.0,26.7,Funes Mori,2080000
2018,Everton FC,8,49,128.0,26.7,Coleman,1976000
2018,Everton FC,8,49,128.0,26.7,Martina,1820000
2018,Everton FC,8,49,128.0,26.7,Onyekuru,1612000
2018,Everton FC,8,49,128.0,26.7,Stekelenburg,1560000
2018,Everton FC,8,49,128.0,26.7,Besic,1560000
2018,Everton FC,8,49,128.0,26.7,Garbutt,1456000
2018,Everton FC,8,49,128.0,26.7,Holgate,1300000
2018,Everton FC,8,49,128.0,26.7,Vlasic,1300000
2018,Everton FC,8,49,128.0,26.7,Davies,1300000
2018,Everton FC,8,49,128.0,26.7,Lookman,1196000
2018,Everton FC,8,49,128.0,26.7,Galloway,1196000
2018,Everton FC,8,49,128.0,26.7,Calvert-Lewin,1040000
2018,Everton FC,8,49,128.0,26.7,Robles,1040000
2018,Leicester City,9,47,118.2,27.2,Vardy,5200000
2018,Leicester City,9,47,118.2,27.2,Mahrez,5200000
2018,Leicester City,9,47,118.2,27.2,Silva,4160000
2018,Leicester City,9,47,118.2,27.2,Slimani,4160000
2018,Leicester City,9,47,118.2,27.2,Schmeichel,4160000
2018,Leicester City,9,47,118.2,27.2,Musa,3380000
2018,Leicester City,9,47,118.2,27.2,Chilwell,3380000
2018,Leicester City,9,47,118.2,27.2,Iheanacho,3120000
2018,Leicester City,9,47,118.2,27.2,Morgan,3120000
2018,Leicester City,9,47,118.2,27.2,Gray,2860000
2018,Leicester City,9,47,118.2,27.2,Iborra,2860000
2018,Leicester City,9,47,118.2,27.2,Dragovic,2652000
2018,Leicester City,9,47,118.2,27.2,Fuchs,2600000
2018,Leicester City,9,47,118.2,27.2,Mendy,2600000
2018,Leicester City,9,47,118.2,27.2,Simpson,2340000
2018,Leicester City,9,47,118.2,27.2,Albrighton,2340000
2018,Leicester City,9,47,118.2,27.2,King,2080000
2018,Leicester City,9,47,118.2,27.2,Maguire,2080000
2018,Leicester City,9,47,118.2,27.2,Benalouane,2080000
2018,Leicester City,9,47,118.2,27.2,Huth,1976000
2018,Leicester City,9,47,118.2,27.2,Ndidi,1820000
2018,Leicester City,9,47,118.2,27.2,Okazaki,1820000
2018,Leicester City,9,47,118.2,27.2,James,1664000
2018,Leicester City,9,47,118.2,27.2,Kapustka,1560000
2018,Leicester City,9,47,118.2,27.2,Ulloa,1560000
2018,Leicester City,9,47,118.2,27.2,Jakupovic,1196000
2018,Leicester City,9,47,118.2,27.2,Amartey,1092000
2018,Newcastle United,10,44,123.0,25.6,Shelvey,3640000
2018,Newcastle United,10,44,123.0,25.6,Mitrovic,3120000
2018,Newcastle United,10,44,123.0,25.6,Perez,2340000
2018,Newcastle United,10,44,123.0,25.6,Ritchie,2340000
2018,Newcastle United,10,44,123.0,25.6,Diame,2340000
2018,Newcastle United,10,44,123.0,25.6,Gayle,2080000
2018,Newcastle United,10,44,123.0,25.6,Lascelles,2080000
2018,Newcastle United,10,44,123.0,25.6,Mato,2080000
2018,Newcastle United,10,44,123.0,25.6,Lejeune,1976000
2018,Newcastle United,10,44,123.0,25.6,Mbemba,1820000
2018,Newcastle United,10,44,123.0,25.6,Clark,1820000
2018,Newcastle United,10,44,123.0,25.6,Saivet,1820000
2018,Newcastle United,10,44,123.0,25.6,Colback,1820000
2018,Newcastle United,10,44,123.0,25.6,Manquillo,1820000
2018,Newcastle United,10,44,123.0,25.6,Gamez,1820000
2018,Newcastle United,10,44,123.0,25.6,Sels,1820000
2018,Newcastle United,10,44,123.0,25.6,Merino,1820000
2018,Newcastle United,10,44,123.0,25.6,Atsu,1560000
2018,Newcastle United,10,44,123.0,25.6,Yedlin,1560000
2018,Newcastle United,10,44,123.0,25.6,Dummett,1456000
2018,Newcastle United,10,44,123.0,25.6,Murphy,1300000
2018,Newcastle United,10,44,123.0,25.6,Darlow,1300000
2018,Newcastle United,10,44,123.0,25.6,Elliot,1300000
2018,Newcastle United,10,44,123.0,25.6,Hayden,1144000
2018,Newcastle United,10,44,123.0,25.6,Haidara,1040000
2018,Crystal Palace,11,44,114.3,27.1,Benteke,6240000
2018,Crystal Palace,11,44,114.3,27.1,Sakho,5200000
2018,Crystal Palace,11,44,114.3,27.1,Zaha,5200000
2018,Crystal Palace,11,44,114.3,27.1,Cabaye,4472000
2018,Crystal Palace,11,44,114.3,27.1,Wickham,3120000
2018,Crystal Palace,11,44,114.3,27.1,Dann,3120000
2018,Crystal Palace,11,44,114.3,27.1,Schlupp,2912000
2018,Crystal Palace,11,44,114.3,27.1,Townsend,2860000
2018,Crystal Palace,11,44,114.3,27.1,Sako,2860000
2018,Crystal Palace,11,44,114.3,27.1,Riedewald,2860000
2018,Crystal Palace,11,44,114.3,27.1,Milivojevic,2860000
2018,Crystal Palace,11,44,114.3,27.1,Van Aanholt,2860000
2018,Crystal Palace,11,44,114.3,27.1,McArthur,2600000
2018,Crystal Palace,11,44,114.3,27.1,Tomkins,2600000
2018,Crystal Palace,11,44,114.3,27.1,Hennessey,2080000
2018,Crystal Palace,11,44,114.3,27.1,Puncheon,1820000
2018,Crystal Palace,11,44,114.3,27.1,Ward,1820000
2018,Crystal Palace,11,44,114.3,27.1,Souare,1560000
2018,Crystal Palace,11,44,114.3,27.1,Mutch,1456000
2018,Crystal Palace,11,44,114.3,27.1,Lee,1300000
2018,Crystal Palace,11,44,114.3,27.1,Delaney,1300000
2018,Crystal Palace,11,44,114.3,27.1,Speroni,1300000
2018,Crystal Palace,11,44,114.3,27.1,Kelly,1300000
2018,AFC Bournemouth,12,44,111.2,26.9,Defoe,9380000
2018,AFC Bournemouth,12,44,111.2,26.9,Begovic,3640000
2018,AFC Bournemouth,12,44,111.2,26.9,King,2340000
2018,AFC Bournemouth,12,44,111.2,26.9,Cook,2340000
2018,AFC Bournemouth,12,44,111.2,26.9,Boruc,2080000
2018,AFC Bournemouth,12,44,111.2,26.9,Arter,2080000
2018,AFC Bournemouth,12,44,111.2,26.9,Ake,2080000
2018,AFC Bournemouth,12,44,111.2,26.9,Ibe,1976000
2018,AFC Bournemouth,12,44,111.2,26.9,Smith,1820000
2018,AFC Bournemouth,12,44,111.2,26.9,Surman,1820000
2018,AFC Bournemouth,12,44,111.2,26.9,Daniels,1820000
2018,AFC Bournemouth,12,44,111.2,26.9,Gosling,1820000
2018,AFC Bournemouth,12,44,111.2,26.9,Federici,1560000
2018,AFC Bournemouth,12,44,111.2,26.9,Wilson,1560000
2018,AFC Bournemouth,12,44,111.2,26.9,Cook,1560000
2018,AFC Bournemouth,12,44,111.2,26.9,Francis,1560000
2018,AFC Bournemouth,12,44,111.2,26.9,Grabban,1508000
2018,AFC Bournemouth,12,44,111.2,26.9,Afobe,1404000
2018,AFC Bournemouth,12,44,111.2,26.9,Fraser,1404000
2018,AFC Bournemouth,12,44,111.2,26.9,Smith,1300000
2018,AFC Bournemouth,12,44,111.2,26.9,Pugh,1300000
2018,AFC Bournemouth,12,44,111.2,26.9,Gradel,1196000
2018,AFC Bournemouth,12,44,111.2,26.9,Mousset,1040000
2018,West Ham United,13,42,116.1,28.0,Chicharito Hernandez,7280000
2018,West Ham United,13,42,116.1,28.0,Arnautovic,5200000
2018,West Ham United,13,42,116.1,28.0,Carroll,4680000
2018,West Ham United,13,42,116.1,28.0,Fonte,3900000
2018,West Ham United,13,42,116.1,28.0,Zabaleta,3900000
2018,West Ham United,13,42,116.1,28.0,Ogbonna,3640000
2018,West Ham United,13,42,116.1,28.0,Lanzini,3640000
2018,West Ham United,13,42,116.1,28.0,Antonio,3640000
2018,West Ham United,13,42,116.1,28.0,Reid,3640000
2018,West Ham United,13,42,116.1,28.0,Kouyate,3120000
2018,West Ham United,13,42,116.1,28.0,Obiang,2860000
2018,West Ham United,13,42,116.1,28.0,Cresswell,2600000
2018,West Ham United,13,42,116.1,28.0,San Miguel del Castillo,2600000
2018,West Ham United,13,42,116.1,28.0,Noble,2600000
2018,West Ham United,13,42,116.1,28.0,Masuaku,2080000
2018,West Ham United,13,42,116.1,28.0,Snodgrass,2080000
2018,West Ham United,13,42,116.1,28.0,Fernandes,1560000
2018,West Ham United,13,42,116.1,28.0,Byram,1560000
2018,Watford FC,14,41,106.3,27.9,Gray,3640000
2018,Watford FC,14,41,106.3,27.9,Deeney,3380000
2018,Watford FC,14,41,106.3,27.9,Zarate,2600000
2018,Watford FC,14,41,106.3,27.9,Cleverley,2600000
2018,Watford FC,14,41,106.3,27.9,Janmaat,2340000
2018,Watford FC,14,41,106.3,27.9,Amrabat,2340000
2018,Watford FC,14,41,106.3,27.9,Pereyra,2340000
2018,Watford FC,14,41,106.3,27.9,Prodl,2340000
2018,Watford FC,14,41,106.3,27.9,Gomes,1820000
2018,Watford FC,14,41,106.3,27.9,Chalobah,1820000
2018,Watford FC,14,41,106.3,27.9,Okaka,1820000
2018,Watford FC,14,41,106.3,27.9,Kaboul,1820000
2018,Watford FC,14,41,106.3,27.9,Capoue,1820000
2018,Watford FC,14,41,106.3,27.9,de Andrade,1664000
2018,Watford FC,14,41,106.3,27.9,Kabasele,1560000
2018,Watford FC,14,41,106.3,27.9,Success,1560000
2018,Watford FC,14,41,106.3,27.9,Holebas,1560000
2018,Watford FC,14,41,106.3,27.9,Hughes,1560000
2018,Watford FC,14,41,106.3,27.9,Pantilimon,1300000
2018,Watford FC,14,41,106.3,27.9,Britos,1300000
2018,Watford FC,14,41,106.3,27.9,Cathcart,1200000
2018,Watford FC,14,41,106.3,27.9,Doucouré,1040000
2018,Watford FC,14,41,106.3,27.9,Dja Djédjé,1040000
2018,Watford FC,14,41,106.3,27.9,Sinclair,1040000
2018,Watford FC,14,41,106.3,27.9,Femenia,1040000
2018,Watford FC,14,41,106.3,27.9,Zeegelaar,1040000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Propper,2340000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Izquierdo,2340000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Knockaert,1820000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Dunk,1820000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Ryan,1820000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Krul,1820000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Schelotto,1664000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Saltor Grau,1560000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Stephens,1560000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Murray,1560000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Gross,1560000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Duffy,1560000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Kayal,1300000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Suttner,1300000
2018,Brighton & Hove Albion,15,40,107.7,27.5,March,1300000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Sidwell,1300000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Locadia,1170000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Goldson,1040000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Bong,1040000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Murphy,1040000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Skalak,1040000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Rosenior,1040000
2018,Brighton & Hove Albion,15,40,107.7,27.5,Maenpaa,1040000
2018,Huddersfield Town,16,37,102.4,26.4,Mooy,2600000
2018,Huddersfield Town,16,37,102.4,26.4,Depoitre,1820000
2018,Huddersfield Town,16,37,102.4,26.4,Mounie,1820000
2018,Huddersfield Town,16,37,102.4,26.4,Jorgensen,1716000
2018,Huddersfield Town,16,37,102.4,26.4,Pritchard,1560000
2018,Huddersfield Town,16,37,102.4,26.4,Williams,1560000
2018,Huddersfield Town,16,37,102.4,26.4,Ince,1560000
2018,Huddersfield Town,16,37,102.4,26.4,Schindler,1300000
2018,Huddersfield Town,16,37,102.4,26.4,Kachunga,1300000
2018,Huddersfield Town,16,37,102.4,26.4,Hogg,1196000
2018,Huddersfield Town,16,37,102.4,26.4,Lowe,1040000
2018,Southampton FC,17,36,107.2,26.2,Gabbiadini,4160000
2018,Southampton FC,17,36,107.2,26.2,Austin,3640000
2018,Southampton FC,17,36,107.2,26.2,Forster,3640000
2018,Southampton FC,17,36,107.2,26.2,Bertrand,3640000
2018,Southampton FC,17,36,107.2,26.2,Soares,3380000
2018,Southampton FC,17,36,107.2,26.2,Lemina,3380000
2018,Southampton FC,17,36,107.2,26.2,Romeu,3380000
2018,Southampton FC,17,36,107.2,26.2,Boufal,3380000
2018,Southampton FC,17,36,107.2,26.2,Tadic,3120000
2018,Southampton FC,17,36,107.2,26.2,Redmond,3120000
2018,Southampton FC,17,36,107.2,26.2,Long,3120000
2018,Southampton FC,17,36,107.2,26.2,Davis,3120000
2018,Southampton FC,17,36,107.2,26.2,Hoedt,3120000
2018,Southampton FC,17,36,107.2,26.2,Clasie,2600000
2018,Southampton FC,17,36,107.2,26.2,Yoshida,2600000
2018,Southampton FC,17,36,107.2,26.2,Hojbjerg,2600000
2018,Southampton FC,17,36,107.2,26.2,Stephens,2496000
2018,Southampton FC,17,36,107.2,26.2,Ward-Prowse,2340000
2018,Southampton FC,17,36,107.2,26.2,McCarthy,2080000
2018,Southampton FC,17,36,107.2,26.2,Pied,2080000
2018,Southampton FC,17,36,107.2,26.2,Gallagher,2080000
2018,Southampton FC,17,36,107.2,26.2,Targett,1820000
2018,Southampton FC,17,36,107.2,26.2,Gardos,1560000
2018,Southampton FC,17,36,107.2,26.2,Bednarek,1040000
2018,Swansea City,18,33,98.5,27.2,Bony,4680000
2018,Swansea City,18,33,98.5,27.2,Ayew,2600000
2018,Swansea City,18,33,98.5,27.2,Fabianski,2600000
2018,Swansea City,18,33,98.5,27.2,Clucas,2600000
2018,Swansea City,18,33,98.5,27.2,Mesa,2548000
2018,Swansea City,18,33,98.5,27.2,Baston,2340000
2018,Swansea City,18,33,98.5,27.2,Fer,2340000
2018,Swansea City,18,33,98.5,27.2,Fernandez,2236000
2018,Swansea City,18,33,98.5,27.2,Britton,1976000
2018,Swansea City,18,33,98.5,27.2,Ki,1872000
2018,Swansea City,18,33,98.5,27.2,Routledge,1872000
2018,Swansea City,18,33,98.5,27.2,Carroll,1820000
2018,Swansea City,18,33,98.5,27.2,Olsson,1716000
2018,Swansea City,18,33,98.5,27.2,Rangel,1664000
2018,Swansea City,18,33,98.5,27.2,Naughton,1664000
2018,Swansea City,18,33,98.5,27.2,Dyer,1664000
2018,Swansea City,18,33,98.5,27.2,Montero,1560000
2018,Swansea City,18,33,98.5,27.2,Amat,1560000
2018,Swansea City,18,33,98.5,27.2,Narsingh,1560000
2018,Swansea City,18,33,98.5,27.2,Bartley,1456000
2018,Swansea City,18,33,98.5,27.2,Sanches,1352000
2018,Swansea City,18,33,98.5,27.2,Mawson,1300000
2018,Swansea City,18,33,98.5,27.2,Nordfeldt,1300000
2018,Swansea City,18,33,98.5,27.2,Mulder,1040000
2018,Stoke City,19,33,98.9,27.5,Berahino,4160000
2018,Stoke City,19,33,98.9,27.5,Wimmer,3640000
2018,Stoke City,19,33,98.9,27.5,Maxim Choupo-Moting,3380000
2018,Stoke City,19,33,98.9,27.5,Diouf,3380000
2018,Stoke City,19,33,98.9,27.5,Shaqiri,3380000
2018,Stoke City,19,33,98.9,27.5,Martins Indi,3120000
2018,Stoke City,19,33,98.9,27.5,Fletcher,2860000
2018,Stoke City,19,33,98.9,27.5,Shawcross,2860000
2018,Stoke City,19,33,98.9,27.5,Imbula,2600000
2018,Stoke City,19,33,98.9,27.5,Allen,2600000
2018,Stoke City,19,33,98.9,27.5,Krkic,2496000
2018,Stoke City,19,33,98.9,27.5,Rodríguez Ruiz,2392000
2018,Stoke City,19,33,98.9,27.5,Crouch,2080000
2018,Stoke City,19,33,98.9,27.5,Pieters,1976000
2018,Stoke City,19,33,98.9,27.5,Adam,1820000
2018,Stoke City,19,33,98.9,27.5,Butland,1820000
2018,Stoke City,19,33,98.9,27.5,Muniesa,1716000
2018,Stoke City,19,33,98.9,27.5,Cameron,1560000
2018,Stoke City,19,33,98.9,27.5,Johnson,1560000
2018,Stoke City,19,33,98.9,27.5,Grant,1560000
2018,Stoke City,19,33,98.9,27.5,Afellay,1300000
2018,Stoke City,19,33,98.9,27.5,Sobhi,1196000
2018,West Bromwich Albion,20,31,94.7,29.1,Krychowiak,4264000
2018,West Bromwich Albion,20,31,94.7,29.1,Evans,3380000
2018,West Bromwich Albion,20,31,94.7,29.1,Foster,3120000
2018,West Bromwich Albion,20,31,94.7,29.1,Yacob,3120000
2018,West Bromwich Albion,20,31,94.7,29.1,Barry,3120000
2018,West Bromwich Albion,20,31,94.7,29.1,Rodriguez,3120000
2018,West Bromwich Albion,20,31,94.7,29.1,Salomon Rondon,3120000
2018,West Bromwich Albion,20,31,94.7,29.1,Chadli,3120000
2018,West Bromwich Albion,20,31,94.7,29.1,Gibbs,2860000
2018,West Bromwich Albion,20,31,94.7,29.1,Livermore,2392000
2018,West Bromwich Albion,20,31,94.7,29.1,Brunt,2340000
2018,West Bromwich Albion,20,31,94.7,29.1,Dawson,2080000
2018,West Bromwich Albion,20,31,94.7,29.1,Morrison,2080000
2018,West Bromwich Albion,20,31,94.7,29.1,Phillips,2080000
2018,West Bromwich Albion,20,31,94.7,29.1,Nyom,1820000
2018,West Bromwich Albion,20,31,94.7,29.1,McAuley,1820000
2018,West Bromwich Albion,20,31,94.7,29.1,Zhang,1612000
2018,West Bromwich Albion,20,31,94.7,29.1,Robson-Kanu,1560000
2018,West Bromwich Albion,20,31,94.7,29.1,McClean,1560000
2018,West Bromwich Albion,20,31,94.7,29.1,Burke,1560000
2018,West Bromwich Albion,20,31,94.7,29.1,Myhill,1352000
2019,Manchester City,1,98,147.5,26.7,De Bruyne,18200000
