Year,Team,Position,Points,Profit(£),Age,Name,Annual Salary(£)
2020,Everton FC,12,49,128.2,25.5,Anicio Caldeira Duarte,6240000
2020,Everton FC,12,49,128.2,25.5,Mina,6240000
2020,Everton FC,12,49,128.2,25.5,Gomes,5835000
2020,Everton FC,12,49,128.2,25.5,Sigurdsson,5200000
2020,Everton FC,12,49,128.2,25.5,Pickford,5200000
2020,Everton FC,12,49,128.2,25.5,Schneiderlin,5200000
2020,Everton FC,12,49,128.2,25.5,Walcott,5200000
2020,Everton FC,12,49,128.2,25.5,Digne,4680000
2020,Everton FC,12,49,128.2,25.5,de Andrade,4680000
2020,Everton FC,12,49,128.2,25.5,Delph,4160000
2020,Everton FC,12,49,128.2,25.5,Gbamin,3900000
2020,Everton FC,12,49,128.2,25.5,Bolasie,3900000
2020,Everton FC,12,49,128.2,25.5,Baines,3380000
2020,Everton FC,12,49,128.2,25.5,Ramírez,3380000
2020,Everton FC,12,49,128.2,25.5,Tosun,3120000
2020,Everton FC,12,49,128.2,25.5,Keane,3120000
2020,Everton FC,12,49,128.2,25.5,Niasse,2860000
2020,Everton FC,12,49,128.2,25.5,Coleman,2860000
2020,Everton FC,12,49,128.2,25.5,Kean,2765000
2020,Everton FC,12,49,128.2,25.5,Iwobi,2600000
2020,Everton FC,12,49,128.2,25.5,Martina,1820000
2020,Everton FC,12,49,128.2,25.5,Besic,1560000
2020,Everton FC,12,49,128.2,25.5,Lossl,1456000
2020,Everton FC,12,49,128.2,25.5,Garbutt,1456000
2020,Everton FC,12,49,128.2,25.5,Holgate,1300000
2020,Everton FC,12,49,128.2,25.5,Davies,1300000
2020,Newcastle United,13,44,126.0,26.5,Cassio Apolinário de Lira,4500000
2020,Newcastle United,13,44,126.0,26.5,Carroll,3900000
2020,Newcastle United,13,44,126.0,26.5,Shelvey,3640000
2020,Newcastle United,13,44,126.0,26.5,Almiron,3120000
2020,Newcastle United,13,44,126.0,26.5,Krafth,2860000
2020,Newcastle United,13,44,126.0,26.5,Muto,2808000
2020,Newcastle United,13,44,126.0,26.5,Ritchie,2340000
2020,Newcastle United,13,44,126.0,26.5,Fernandez,2236000
2020,Newcastle United,13,44,126.0,26.5,Gayle,2080000
2020,Newcastle United,13,44,126.0,26.5,Schar,2080000
2020,Newcastle United,13,44,126.0,26.5,Lascelles,2080000
2020,Newcastle United,13,44,126.0,26.5,Sung-yueng,2080000
2020,Newcastle United,13,44,126.0,26.5,Dubravka,2080000
2020,Newcastle United,13,44,126.0,26.5,Lejeune,1976000
2020,Newcastle United,13,44,126.0,26.5,Clark,1820000
2020,Newcastle United,13,44,126.0,26.5,Saivet,1820000
2020,Newcastle United,13,44,126.0,26.5,Manquillo,1820000
2020,Newcastle United,13,44,126.0,26.5,Dummett,1820000
2020,Newcastle United,13,44,126.0,26.5,Atsu,1560000
2020,Newcastle United,13,44,126.0,26.5,Yedlin,1560000
2020,Newcastle United,13,44,126.0,26.5,Murphy,1300000
2020,Newcastle United,13,44,126.0,26.5,Darlow,1300000
2020,Newcastle United,13,44,126.0,26.5,Elliot,1300000
2020,Newcastle United,13,44,126.0,26.5,Hayden,1144000
2020,Crystal Palace,14,43,115.6,29.4,Zaha,6760000
2020,Crystal Palace,14,43,115.6,29.4,Meyer,6500000
2020,Crystal Palace,14,43,115.6,29.4,Benteke,6240000
2020,Crystal Palace,14,43,115.6,29.4,Sakho,5200000
2020,Crystal Palace,14,43,115.6,29.4,Zaha,5200000
2020,Crystal Palace,14,43,115.6,29.4,Kouyate,3380000
2020,Crystal Palace,14,43,115.6,29.4,Cahill,3380000
2020,Crystal Palace,14,43,115.6,29.4,Wickham,3120000
2020,Crystal Palace,14,43,115.6,29.4,Dann,3120000
2020,Crystal Palace,14,43,115.6,29.4,Guaita,3120000
2020,Crystal Palace,14,43,115.6,29.4,Schlupp,2912000
2020,Crystal Palace,14,43,115.6,29.4,Townsend,2860000
2020,Crystal Palace,14,43,115.6,29.4,Riedewald,2860000
2020,Crystal Palace,14,43,115.6,29.4,McArthur,2860000
2020,Crystal Palace,14,43,115.6,29.4,Milivojevic,2860000
2020,Crystal Palace,14,43,115.6,29.4,Van Aanholt,2860000
2020,Crystal Palace,14,43,115.6,29.4,McCarthy,2600000
2020,Crystal Palace,14,43,115.6,29.4,Tomkins,2600000
2020,Crystal Palace,14,43,115.6,29.4,Hennessey,2080000
2020,Crystal Palace,14,43,115.6,29.4,Ward,1820000
2020,Crystal Palace,14,43,115.6,29.4,Ayew,1690000
2020,Crystal Palace,14,43,115.6,29.4,Kelly,1300000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Webster,2600000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Jahanbakhsh,2600000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Montoya,2600000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Maupay,2600000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Gross,2600000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Propper,2340000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Izquierdo,2340000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Locadia,2340000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Dunk,2340000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Andone,2080000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Duffy,2080000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Knockaert,1820000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Trossard,1820000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Ryan,1820000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Lamptey,1820000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Schelotto,1664000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Mac Allister,1600000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Stephens,1560000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Murray,1560000
2020,Brighton & Hove Albion,15,41,113.5,26.4,March,1560000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Kayal,1300000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Fernandes da Silva Junior,1300000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Bissouma,1300000
2020,Brighton & Hove Albion,15,41,113.5,26.4,Clarke,1140000
2020,West Ham United,16,39,113.4,27.4,Chicharito Hernandez,7280000
2020,West Ham United,16,39,113.4,27.4,Haller,6000000
2020,West Ham United,16,39,113.4,27.4,Yarmolenko,5980000
2020,West Ham United,16,39,113.4,27.4,Wilshere,5200000
2020,West Ham United,16,39,113.4,27.4,Anderson,4420000
2020,West Ham United,16,39,113.4,27.4,Zabaleta,3900000
2020,West Ham United,16,39,113.4,27.4,Ogbonna,3640000
2020,West Ham United,16,39,113.4,27.4,Lanzini,3640000
2020,West Ham United,16,39,113.4,27.4,Antonio,3640000
2020,West Ham United,16,39,113.4,27.4,Reid,3640000
2020,West Ham United,16,39,113.4,27.4,Diop,3484000
2020,West Ham United,16,39,113.4,27.4,Fabianski,3380000
2020,West Ham United,16,39,113.4,27.4,Fornals,3380000
2020,West Ham United,16,39,113.4,27.4,Rice,3120000
2020,West Ham United,16,39,113.4,27.4,Bowen,3120000
2020,West Ham United,16,39,113.4,27.4,Cresswell,2600000
2020,West Ham United,16,39,113.4,27.4,Sanchez,2600000
2020,West Ham United,16,39,113.4,27.4,Noble,2600000
2020,West Ham United,16,39,113.4,27.4,Masuaku,2080000
2020,West Ham United,16,39,113.4,27.4,Balbuena,2080000
2020,West Ham United,16,39,113.4,27.4,Snodgrass,2080000
2020,West Ham United,16,39,113.4,27.4,Fredericks,2080000
2020,West Ham United,16,39,113.4,27.4,Randolph,1820000
2020,West Ham United,16,39,113.4,27.4,Cardoso,1200000
2020,Aston Villa,17,35,106.1,25.7,Engels,2860000
2020,Aston Villa,17,35,106.1,25.7,Heaton,2184000
2020,Aston Villa,17,35,106.1,25.7,Guilbert,2080000
2020,Aston Villa,17,35,106.1,25.7,Lansbury,2080000
2020,Aston Villa,17,35,106.1,25.7,Samatta,2080000
2020,Aston Villa,17,35,106.1,25.7,Grealish,1820000
2020,Aston Villa,17,35,106.1,25.7,Targett,1820000
2020,Aston Villa,17,35,106.1,25.7,Moraes,1820000
2020,Aston Villa,17,35,106.1,25.7,Luiz,1709396
2020,Aston Villa,17,35,106.1,25.7,Hassan,1690000
2020,Aston Villa,17,35,106.1,25.7,Taylor,1664000
2020,Aston Villa,17,35,106.1,25.7,El Ghazi,1610000
2020,Aston Villa,17,35,106.1,25.7,Hourihane,1560000
2020,Aston Villa,17,35,106.1,25.7,Chester,1560000
2020,Aston Villa,17,35,106.1,25.7,Nakamba,1560000
2020,Aston Villa,17,35,106.1,25.7,Elmohamady,1300000
2020,Aston Villa,17,35,106.1,25.7,McGinn,1300000
2020,Aston Villa,17,35,106.1,25.7,Ignacio Peleteiro Ramallo,1300000
2020,Aston Villa,17,35,106.1,25.7,Peleteiro,1300000
2020,Aston Villa,17,35,106.1,25.7,Mings,1300000
2020,AFC Bournemouth,18,34,100.8,25.2,Begovic,3640000
2020,AFC Bournemouth,18,34,100.8,25.2,Defoe,3380000
2020,AFC Bournemouth,18,34,100.8,25.2,Wilson,3120000
2020,AFC Bournemouth,18,34,100.8,25.2,Lerma,2600000
2020,AFC Bournemouth,18,34,100.8,25.2,King,2340000
2020,AFC Bournemouth,18,34,100.8,25.2,Cook,2340000
2020,AFC Bournemouth,18,34,100.8,25.2,Boruc,2080000
2020,AFC Bournemouth,18,34,100.8,25.2,Arter,2080000
2020,AFC Bournemouth,18,34,100.8,25.2,Ake,2080000
2020,AFC Bournemouth,18,34,100.8,25.2,Ibe,1976000
2020,AFC Bournemouth,18,34,100.8,25.2,Smith,1820000
2020,AFC Bournemouth,18,34,100.8,25.2,Surman,1820000
2020,AFC Bournemouth,18,34,100.8,25.2,Daniels,1820000
2020,AFC Bournemouth,18,34,100.8,25.2,Gosling,1820000
2020,AFC Bournemouth,18,34,100.8,25.2,Stanislas,1820000
2020,AFC Bournemouth,18,34,100.8,25.2,Cook,1820000
2020,AFC Bournemouth,18,34,100.8,25.2,Stacey,1560000
2020,AFC Bournemouth,18,34,100.8,25.2,Kelly,1560000
2020,AFC Bournemouth,18,34,100.8,25.2,Francis,1560000
2020,AFC Bournemouth,18,34,100.8,25.2,Fraser,1404000
2020,AFC Bournemouth,18,34,100.8,25.2,Smith,1300000
2020,AFC Bournemouth,18,34,100.8,25.2,Solanke,1300000
2020,Watford FC,19,34,97.7,28.9,Doucouré,3640000
2020,Watford FC,19,34,97.7,28.9,Gray,3640000
2020,Watford FC,19,34,97.7,28.9,Deeney,3380000
2020,Watford FC,19,34,97.7,28.9,Sarr,3276000
2020,Watford FC,19,34,97.7,28.9,Deulofeu,3120000
2020,Watford FC,19,34,97.7,28.9,Cleverley,2600000
2020,Watford FC,19,34,97.7,28.9,Janmaat,2340000
2020,Watford FC,19,34,97.7,28.9,Pereyra,2340000
2020,Watford FC,19,34,97.7,28.9,Prodl,2340000
2020,Watford FC,19,34,97.7,28.9,Capoue,2080000
2020,Watford FC,19,34,97.7,28.9,Gomes,1820000
2020,Watford FC,19,34,97.7,28.9,Chalobah,1820000
2020,Watford FC,19,34,97.7,28.9,Foster,1560000
2020,Watford FC,19,34,97.7,28.9,Kabasele,1560000
2020,Watford FC,19,34,97.7,28.9,Success,1560000
2020,Watford FC,19,34,97.7,28.9,Holebas,1560000
2020,Watford FC,19,34,97.7,28.9,Hughes,1560000
2020,Watford FC,19,34,97.7,28.9,Masina,1456000
2020,Watford FC,19,34,97.7,28.9,Cathcart,1196000
2020,Watford FC,19,34,97.7,28.9,Navarro,1196000
2020,Norwich City,20,21,94.5,26.0,Byram,1560000
2020,Norwich City,20,21,94.5,26.0,Hanley,1300000
2020,Norwich City,20,21,94.5,26.0,Pukki,1300000
2020,Norwich City,20,21,94.5,26.0,Krul,1300000
2020,Norwich City,20,21,94.5,26.0,Cantwell,1300000
2020,Norwich City,20,21,94.5,26.0,Rupp,1170000
2020,Norwich City,20,21,94.5,26.0,Aarons,1170000
2020,Norwich City,20,21,94.5,26.0,Hernández,1140000
2021,Manchester City,1,86,153.9,26.1,De Bruyne,20800000
2021,Manchester City,1,86,153.9,26.1,Sterling,15600000
2021,Manchester City,1,86,153.9,26.1,Aguero,11967000
2021,Manchester City,1,86,153.9,26.1,Dias,8320000
2021,Manchester City,1,86,153.9,26.1,Silva,7800000
2021,Manchester City,1,86,153.9,26.1,Luis Roza,7800000
2021,Manchester City,1,86,153.9,26.1,Gundogan,7280000
2021,Manchester City,1,86,153.9,26.1,Hernández Cascante,6300000
2021,Manchester City,1,86,153.9,26.1,Laporte,6240000
2021,Manchester City,1,86,153.9,26.1,Mahrez,6240000
2021,Manchester City,1,86,153.9,26.1,Walker,5720000
2021,Manchester City,1,86,153.9,26.1,Stones,5200000
2021,Manchester City,1,86,153.9,26.1,Ake,4800000
2021,Manchester City,1,86,153.9,26.1,Mendy,4680000
2021,Manchester City,1,86,153.9,26.1,Jesus,4680000
2021,Manchester City,1,86,153.9,26.1,Cancelo,4160000
2021,Manchester City,1,86,153.9,26.1,Moraes,3380000
2021,Manchester City,1,86,153.9,26.1,Torres,2400000
2021,Manchester City,1,86,153.9,26.1,Steffen,2392000
2021,Manchester City,1,86,153.9,26.1,Moreno,2340000
2021,Manchester City,1,86,153.9,26.1,Sandler,1976000
2021,Manchester City,1,86,153.9,26.1,Carson,1300000
2021,Manchester United,2,74,153.5,25.6,De Gea,19500000
2021,Manchester United,2,74,153.5,25.6,Pogba,15080000
2021,Manchester United,2,74,153.5,25.6,Cavani,13000000
2021,Manchester United,2,74,153.5,25.6,Mata,8320000
2021,Manchester United,2,74,153.5,25.6,Shaw,7800000
2021,Manchester United,2,74,153.5,25.6,de Paula Santos,6240000
2021,Manchester United,2,74,153.5,25.6,Matic,6240000
2021,Manchester United,2,74,153.5,25.6,Ighalo,5240000
2021,Manchester United,2,74,153.5,25.6,Henderson,5200000
2021,Manchester United,2,74,153.5,25.6,Telles,4840000
2021,Manchester United,2,74,153.5,25.6,Bailly,4160000
2021,Manchester United,2,74,153.5,25.6,Lingard,3900000
2021,Manchester United,2,74,153.5,25.6,Jones,3900000
2021,Manchester United,2,74,153.5,25.6,Romero,3640000
2021,Manchester United,2,74,153.5,25.6,James,2340000
2021,Manchester United,2,74,153.5,25.6,Pereira,1560000
2021,Manchester United,2,74,153.5,25.6,Grant,1560000
2021,Manchester United,2,74,153.5,25.6,Dalot,1300000
2021,Liverpool FC,3,69,148.3,26.8,Salah,10400000
2021,Liverpool FC,3,69,148.3,26.8,Alcántara do Nascimento,10400000
2021,Liverpool FC,3,69,148.3,26.8,Firmino,9360000
2021,Liverpool FC,3,69,148.3,26.8,Van Dijk,9360000
2021,Liverpool FC,3,69,148.3,26.8,Milner,7280000
2021,Liverpool FC,3,69,148.3,26.8,Henderson,7280000
2021,Liverpool FC,3,69,148.3,26.8,Oxlade-Chamberlain,6240000
2021,Liverpool FC,3,69,148.3,26.8,Keita,6240000
2021,Liverpool FC,3,69,148.3,26.8,Tavares,5200000
2021,Liverpool FC,3,69,148.3,26.8,Matip,5200000
2021,Liverpool FC,3,69,148.3,26.8,Mane,5200000
2021,Liverpool FC,3,69,148.3,26.8,Jota,4700000
2021,Liverpool FC,3,69,148.3,26.8,Becker,4680000
2021,Liverpool FC,3,69,148.3,26.8,Wijnaldum,4680000
2021,Liverpool FC,3,69,148.3,26.8,Shaqiri,4160000
2021,Liverpool FC,3,69,148.3,26.8,Gomez,3900000
2021,Liverpool FC,3,69,148.3,26.8,Minamino,3900000
2021,Liverpool FC,3,69,148.3,26.8,Alexander-Arnold,3900000
2021,Liverpool FC,3,69,148.3,26.8,Kabak,3380000
2021,Liverpool FC,3,69,148.3,26.8,Phillips,3360000
2021,Liverpool FC,3,69,148.3,26.8,Davies,3120000
2021,Liverpool FC,3,69,148.3,26.8,Origi,3120000
2021,Liverpool FC,3,69,148.3,26.8,San Miguel del Castillo,2600000
2021,Liverpool FC,3,69,148.3,26.8,Robertson,2600000
2021,Liverpool FC,3,69,148.3,26.8,Tsimikas,2600000
2021,Liverpool FC,3,69,148.3,26.8,Karius,1300000
2021,Liverpool FC,3,69,148.3,26.8,Williams,1300000
2021,Chelsea FC,4,67,150.9,26.0,Kante,15080000
2021,Chelsea FC,4,67,150.9,26.0,Werner,14144000
2021,Chelsea FC,4,67,150.9,26.0,Chilwell,9880000
2021,Chelsea FC,4,67,150.9,26.0,Pulisic,7800000
2021,Chelsea FC,4,67,150.9,26.0,Azpilicueta,7800000
2021,Chelsea FC,4,67,150.9,26.0,Havertz,7800000
2021,Chelsea FC,4,67,150.9,26.0,Arrizabalaga,7800000
2021,Chelsea FC,4,67,150.9,26.0,Kovacic,7800000
2021,Chelsea FC,4,67,150.9,26.0,Hudson-Odoi,6240000
2021,Chelsea FC,4,67,150.9,26.0,Drinkwater,6240000
2021,Chelsea FC,4,67,150.9,26.0,Sarr,6240000
2021,Chelsea FC,4,67,150.9,26.0,Luiz Frello Filho,5720000
2021,Chelsea FC,4,67,150.9,26.0,Giroud,5720000
2021,Chelsea FC,4,67,150.9,26.0,Silva,5720000
2021,Chelsea FC,4,67,150.9,26.0,Bakayoko,5720000
2021,Chelsea FC,4,67,150.9,26.0,Rudiger,5200000
2021,Chelsea FC,4,67,150.9,26.0,Ziyech,5200000
2021,Chelsea FC,4,67,150.9,26.0,Alonso,5200000
2021,Chelsea FC,4,67,150.9,26.0,Barkley,5000000
2021,Chelsea FC,4,67,150.9,26.0,Rahman,4919200
2021,Chelsea FC,4,67,150.9,26.0,Batshuayi,4680000
2021,Chelsea FC,4,67,150.9,26.0,Christensen,4160000
2021,Chelsea FC,4,67,150.9,26.0,Mount,4160000
2021,Chelsea FC,4,67,150.9,26.0,Moses,3900000
2021,Chelsea FC,4,67,150.9,26.0,Zappacosta,3640000
2021,Chelsea FC,4,67,150.9,26.0,Loftus-Cheek,3120000
2021,Chelsea FC,4,67,150.9,26.0,James,3016000
2021,Chelsea FC,4,67,150.9,26.0,Abraham,3000000
2021,Chelsea FC,4,67,150.9,26.0,Mendy,2704000
2021,Chelsea FC,4,67,150.9,26.0,Palmieri,2288000
2021,Chelsea FC,4,67,150.9,26.0,Gilmour,2250000
2021,Chelsea FC,4,67,150.9,26.0,Baker,2250000
2021,Chelsea FC,4,67,150.9,26.0,Musonda,2184000
2021,Chelsea FC,4,67,150.9,26.0,Zouma,2080000
2021,Chelsea FC,4,67,150.9,26.0,Caballero,1820000
2021,Chelsea FC,4,67,150.9,26.0,Baxter,1560000
2021,Chelsea FC,4,67,150.9,26.0,Brown,1300000
2021,Leicester City,5,66,141.3,26.5,Vardy,7280000
2021,Leicester City,5,66,141.3,26.5,Schmeichel,6760000
2021,Leicester City,5,66,141.3,26.5,Maddison,5720000
2021,Leicester City,5,66,141.3,26.5,Ünder,4900000
2021,Leicester City,5,66,141.3,26.5,Evans,4160000
2021,Leicester City,5,66,141.3,26.5,Praet,3900000
2021,Leicester City,5,66,141.3,26.5,Ndidi,3900000
2021,Leicester City,5,66,141.3,26.5,Pereira,3640000
2021,Leicester City,5,66,141.3,26.5,Castagne,3276000
2021,Leicester City,5,66,141.3,26.5,Iheanacho,3120000
2021,Leicester City,5,66,141.3,26.5,Morgan,3120000
2021,Leicester City,5,66,141.3,26.5,Mendy,2860000
2021,Leicester City,5,66,141.3,26.5,Fuchs,2600000
2021,Leicester City,5,66,141.3,26.5,Perez,2340000
2021,Leicester City,5,66,141.3,26.5,Soyuncu,2340000
2021,Leicester City,5,66,141.3,26.5,Albrighton,2340000
2021,Leicester City,5,66,141.3,26.5,Ghezzal,2340000
2021,Leicester City,5,66,141.3,26.5,Tielemans,1718000
2021,Leicester City,5,66,141.3,26.5,James,1664000
2021,Leicester City,5,66,141.3,26.5,Jakupovic,1196000
2021,Leicester City,5,66,141.3,26.5,Amartey,1092000
2021,West Ham United,6,65,143.5,27.8,Haller,6000000
2021,West Ham United,6,65,143.5,27.8,Yarmolenko,5980000
2021,West Ham United,6,65,143.5,27.8,Anderson,4420000
2021,West Ham United,6,65,143.5,27.8,Ogbonna,3640000
2021,West Ham United,6,65,143.5,27.8,Lanzini,3640000
2021,West Ham United,6,65,143.5,27.8,Antonio,3640000
2021,West Ham United,6,65,143.5,27.8,Reid,3640000
2021,West Ham United,6,65,143.5,27.8,Diop,3484000
2021,West Ham United,6,65,143.5,27.8,Fabianski,3380000
2021,West Ham United,6,65,143.5,27.8,Fornals,3380000
2021,West Ham United,6,65,143.5,27.8,Soucek,3380000
2021,West Ham United,6,65,143.5,27.8,Rice,3120000
2021,West Ham United,6,65,143.5,27.8,Bowen,3120000
2021,West Ham United,6,65,143.5,27.8,Cresswell,2600000
2021,West Ham United,6,65,143.5,27.8,Noble,2600000
2021,West Ham United,6,65,143.5,27.8,Masuaku,2080000
2021,West Ham United,6,65,143.5,27.8,Balbuena,2080000
2021,West Ham United,6,65,143.5,27.8,Fredericks,2080000
2021,West Ham United,6,65,143.5,27.8,Randolph,1820000
2021,West Ham United,6,65,143.5,27.8,Coufal,1820000
2021,West Ham United,6,65,143.5,27.8,Cardoso,1200000
2021,West Ham United,6,65,143.5,27.8,Benrahma,1200000
2021,Tottenham Hotspur,7,62,139.4,27.2,Bale,31200000
2021,Tottenham Hotspur,7,62,139.4,27.2,Kane,10400000
2021,Tottenham Hotspur,7,62,139.4,27.2,Ndombele,10400000
2021,Tottenham Hotspur,7,62,139.4,27.2,Son,7280000
2021,Tottenham Hotspur,7,62,139.4,27.2,Alli,5200000
2021,Tottenham Hotspur,7,62,139.4,27.2,Lloris,5200000
2021,Tottenham Hotspur,7,62,139.4,27.2,Hojbjerg,5200000
2021,Tottenham Hotspur,7,62,139.4,27.2,Lamela,4160000
2021,Tottenham Hotspur,7,62,139.4,27.2,Moura,4160000
2021,Tottenham Hotspur,7,62,139.4,27.2,Sissoko,4160000
2021,Tottenham Hotspur,7,62,139.4,27.2,Alderweireld,4160000
2021,Tottenham Hotspur,7,62,139.4,27.2,Bergwijn,3800000
2021,Tottenham Hotspur,7,62,139.4,27.2,Dier,3755200
2021,Tottenham Hotspur,7,62,139.4,27.2,Lo Celso,3640000
2021,Tottenham Hotspur,7,62,139.4,27.2,Aurier,3640000
2021,Tottenham Hotspur,7,62,139.4,27.2,Doherty,3400000
2021,Tottenham Hotspur,7,62,139.4,27.2,Sanchez,3380000
2021,Tottenham Hotspur,7,62,139.4,27.2,Davies,3120000
2021,Tottenham Hotspur,7,62,139.4,27.2,Rose,3120000
2021,Tottenham Hotspur,7,62,139.4,27.2,Sessegnon,2860000
2021,Tottenham Hotspur,7,62,139.4,27.2,Hart,2700000
2021,Tottenham Hotspur,7,62,139.4,27.2,Winks,2600000
2021,Tottenham Hotspur,7,62,139.4,27.2,Reguilón,2500000
2021,Tottenham Hotspur,7,62,139.4,27.2,Skipp,2080000
2021,Tottenham Hotspur,7,62,139.4,27.2,Clarke,1600000
2021,Tottenham Hotspur,7,62,139.4,27.2,Tanganga,1200000
2021,Tottenham Hotspur,7,62,139.4,27.2,Foyth,1118000
2021,Arsenal FC,8,61,135.0,25.9,Willian,19600000
2021,Arsenal FC,8,61,135.0,25.9,Aubameyang,13000000
2021,Arsenal FC,8,61,135.0,25.9,Partey,10400000
2021,Arsenal FC,8,61,135.0,25.9,Lacazette,9467273
2021,Arsenal FC,8,61,135.0,25.9,Bellerin,5720000
2021,Arsenal FC,8,61,135.0,25.9,Luiz,5250000
2021,Arsenal FC,8,61,135.0,25.9,Leno,5200000
2021,Arsenal FC,8,61,135.0,25.9,Xhaka,5200000
2021,Arsenal FC,8,61,135.0,25.9,Pepe,5200000
2021,Arsenal FC,8,61,135.0,25.9,Kolasinac,5200000
2021,Arsenal FC,8,61,135.0,25.9,Martinelli,4680000
2021,Arsenal FC,8,61,135.0,25.9,Marí,4420000
2021,Arsenal FC,8,61,135.0,25.9,Tierney,4200000
2021,Arsenal FC,8,61,135.0,25.9,Soares,3900000
2021,Arsenal FC,8,61,135.0,25.9,Torreira,3900000
2021,Arsenal FC,8,61,135.0,25.9,Elneny,2730000
2021,Arsenal FC,8,61,135.0,25.9,Maitland-Niles,2704000
2021,Arsenal FC,8,61,135.0,25.9,Ceballos,2700000
2021,Arsenal FC,8,61,135.0,25.9,Chambers,2600000
2021,Arsenal FC,8,61,135.0,25.9,Magalhães,2600000
2021,Arsenal FC,8,61,135.0,25.9,Nketiah,2340000
2021,Arsenal FC,8,61,135.0,25.9,Guendouzi,2080000
2021,Arsenal FC,8,61,135.0,25.9,Holding,2080000
2021,Arsenal FC,8,61,135.0,25.9,Saliba,2080000
2021,Arsenal FC,8,61,135.0,25.9,Saka,1560000
2021,Arsenal FC,8,61,135.0,25.9,Mavropanos,1300000
2021,Everton FC,10,59,134.4,26.3,Anicio Caldeira Duarte,6240000
2021,Everton FC,10,59,134.4,26.3,Mina,6240000
2021,Everton FC,10,59,134.4,26.3,Digne,6188000
2021,Everton FC,10,59,134.4,26.3,Gomes,5835000
2021,Everton FC,10,59,134.4,26.3,Sigurdsson,5200000
2021,Everton FC,10,59,134.4,26.3,Pickford,5200000
2021,Everton FC,10,59,134.4,26.3,Walcott,5200000
2021,Everton FC,10,59,134.4,26.3,Rodriguez,4680000
2021,Everton FC,10,59,134.4,26.3,de Andrade,4680000
2021,Everton FC,10,59,134.4,26.3,Delph,4160000
2021,Everton FC,10,59,134.4,26.3,Godfrey,4000000
2021,Everton FC,10,59,134.4,26.3,Doucouré,3900000
2021,Everton FC,10,59,134.4,26.3,Gbamin,3900000
2021,Everton FC,10,59,134.4,26.3,Bolasie,3900000
2021,Everton FC,10,59,134.4,26.3,Loureiro,3640000
2021,Everton FC,10,59,134.4,26.3,Keane,3380000
2021,Everton FC,10,59,134.4,26.3,Tosun,3120000
2021,Everton FC,10,59,134.4,26.3,Coleman,2860000
2021,Everton FC,10,59,134.4,26.3,Kean,2765000
2021,Everton FC,10,59,134.4,26.3,Iwobi,2600000
2021,Everton FC,10,59,134.4,26.3,King,2340000
2021,Everton FC,10,59,134.4,26.3,Holgate,1300000
2021,Everton FC,10,59,134.4,26.3,Davies,1300000
2021,Aston Villa,11,55,122.2,25.2,Grealish,6240000
2021,Aston Villa,11,55,122.2,25.2,Mings,4160000
2021,Aston Villa,11,55,122.2,25.2,Traoré,4056000
2021,Aston Villa,11,55,122.2,25.2,Watkins,3900000
2021,Aston Villa,11,55,122.2,25.2,Cash,3380000
2021,Aston Villa,11,55,122.2,25.2,Engels,2860000
2021,Aston Villa,11,55,122.2,25.2,McGinn,2600000
2021,Aston Villa,11,55,122.2,25.2,Martinez,2444000
2021,Aston Villa,11,55,122.2,25.2,Davis,2340000
2021,Aston Villa,11,55,122.2,25.2,Heaton,2184000
2021,Aston Villa,11,55,122.2,25.2,Guilbert,2080000
2021,Aston Villa,11,55,122.2,25.2,Samatta,2080000
2021,Aston Villa,11,55,122.2,25.2,Targett,1820000
2021,Aston Villa,11,55,122.2,25.2,Moraes,1820000
2021,Aston Villa,11,55,122.2,25.2,Luiz,1709396
2021,Aston Villa,11,55,122.2,25.2,Hassan,1690000
2021,Aston Villa,11,55,122.2,25.2,Taylor,1664000
2021,Aston Villa,11,55,122.2,25.2,El Ghazi,1610000
2021,Aston Villa,11,55,122.2,25.2,Hourihane,1560000
2021,Aston Villa,11,55,122.2,25.2,Nakamba,1560000
2021,Aston Villa,11,55,122.2,25.2,Elmohamady,1300000
2021,Aston Villa,11,55,122.2,25.2,Peleteiro,1300000
2021,Newcastle United,12,45,116.9,27.1,Cassio Apolinário de Lira,4500000
2021,Newcastle United,12,45,116.9,27.1,Carroll,3900000
